side,prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,future_return_mean
buy,0,79,0.12104441,0.21518987341772153,0.0016411554178921502,0.0017792843017296791
buy,1,78,0.24702723,0.2948717948717949,0.0029449770426595223,0.002911742827136565
buy,2,78,0.338443,0.21794871794871795,-0.0008411126861506349,-0.0007953820523110727
buy,3,79,0.42805868,0.35443037974683544,0.0008600067906090849,0.0009255060921656801
buy,4,78,0.50638133,0.11538461538461539,0.0006365961074427704,0.00047318518000095277
buy,5,78,0.54732555,0.23076923076923078,0.0007756334774926159,0.00040567530830419124
buy,6,79,0.57893485,0.31645569620253167,0.0032445925142911016,0.0032351570084557914
buy,7,78,0.607216,0.24358974358974358,0.0027484133758544894,0.0025723692082899327
buy,8,78,0.65183043,0.2564102564102564,-8.736130613173198e-05,-0.00015004545352445054
buy,9,79,0.72745126,0.189873417721519,-0.0011306564198411099,-0.0011127402127842278
sell,0,79,0.30372676,0.22784810126582278,0.0038382926854113905,0.0037950328842050692
sell,1,78,0.34671563,0.3333333333333333,0.003109040532365602,0.0029777183959045594
sell,2,78,0.37179953,0.21794871794871795,0.00038859913270374204,0.00040302149497393276
sell,3,79,0.39058575,0.4177215189873418,-0.0009462867884435989,-0.0014199366081590443
sell,4,78,0.40886286,0.4358974358974359,0.0006919658243687921,0.0006130977004520708
sell,5,78,0.42654967,0.2692307692307692,0.0025805724867882384,0.0027164020809638365
sell,6,79,0.44635907,0.31645569620253167,0.001800155269155641,0.0017461410065730957
sell,7,78,0.4725377,0.5,0.0012858241465930776,0.0013658696404341385
sell,8,78,0.51438004,0.5128205128205128,-0.0007105229369929147,-0.0007220384152531043
sell,9,79,0.5663328,0.4050632911392405,-0.0012306070103043766,-0.001206042986814053
