side,prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,future_return_mean
buy,0,79,0.0063693975,0.189873417721519,-0.003430447124337846,-0.0034961844699510597
buy,1,78,0.03599652,0.2564102564102564,0.0004167106550980808,6.875649237168504e-05
buy,2,78,0.07775971,0.2948717948717949,-4.534353966404675e-05,8.370232215506504e-05
buy,3,79,0.12317426,0.26582278481012656,-8.172755641981719e-05,-0.0001728850966029397
buy,4,78,0.1929579,0.24358974358974358,7.540824813752238e-05,0.0003229199401564824
buy,5,78,0.30676633,0.1282051282051282,-0.001858476735467548,-0.0018723139481408636
buy,6,79,0.41798052,0.34177215189873417,0.0007982787185863729,0.0008606698310375969
buy,7,78,0.5286188,0.32051282051282054,-0.0006257327237024526,-0.000588480663542417
buy,8,78,0.65757215,0.2692307692307692,-0.0012027321194985007,-0.0011987403145903197
buy,9,79,0.8266245,0.1518987341772152,-0.005224867305333008,-0.005247183378321221
sell,0,79,0.023921179,0.24050632911392406,-0.00042997020935608553,-0.00040860665683340467
sell,1,78,0.06024913,0.48717948717948717,-0.0008559079568256903,-0.0009766459556757845
sell,2,78,0.103041,0.32051282051282054,-0.0015150533070977929,-0.001519071274829682
sell,3,79,0.15779027,0.4050632911392405,-0.00157515895744777,-0.0014553069920733032
sell,4,78,0.22494629,0.3076923076923077,-0.0017442216061919445,-0.0017024126820829478
sell,5,78,0.31201512,0.358974358974359,-0.0011444924967182802,-0.001112309904706154
sell,6,79,0.41008744,0.31645569620253167,-0.0006561478218236942,-0.0007020520580752192
sell,7,78,0.5189991,0.2948717948717949,-0.00034422784957465456,-0.00047825354856366285
sell,8,78,0.66461086,0.3333333333333333,-0.001746607003430135,-0.0015537865909444543
sell,9,79,0.85971814,0.31645569620253167,-0.0012191719450812923,-0.0013839306315827744
