model_label,epoch,train_loss,valid_loss,valid_auc,valid_prob_mean,valid_prob_max
LSTM_buy,1,1.1226308735171755,0.9979481405141403,0.5451029903852096,0.4957081973552704,0.7438436150550842
LSTM_buy,2,1.0026620764229166,1.0232304383297355,0.5154993245808428,0.5077434182167053,0.7206405997276306
LSTM_buy,3,0.9769928018052374,1.056384344490207,0.49791193946831713,0.5196142196655273,0.7675221562385559
LSTM_buy,4,0.9500472479729197,1.1081108438725373,0.4801038291410258,0.5440342426300049,0.8631994724273682
LSTM_buy,5,0.907286759896494,1.1357390977898423,0.4752213873904099,0.5311145782470703,0.8729922771453857
LSTM_buy,6,0.8584963808107615,1.2237809701841704,0.47179573205724734,0.5521903038024902,0.9483960866928101
LSTM_buy,7,0.8302471284291253,1.2828587561237568,0.48999231876252614,0.3993118405342102,0.9198107719421387
LSTM_buy,8,0.7815123383124271,1.2012754532755638,0.5456239018920566,0.3241853415966034,0.8712598085403442
LSTM_buy,9,0.7417759748559501,1.3360338867927084,0.4788854259555194,0.38491836190223694,0.9183724522590637
LSTM_buy,10,0.718006411089969,1.4219072132694477,0.473711626921413,0.3044762909412384,0.8836450576782227
LSTM_buy,11,0.7771147881920014,1.2289269019146354,0.48184314383337895,0.4643457233905792,0.9465115070343018
LSTM_buy,12,0.71169297868882,1.2981306582081074,0.5092572155072707,0.5101444721221924,0.9696050882339478
LSTM_buy,13,0.6451332530184607,1.3289510717197341,0.533925465509478,0.4250020682811737,0.9681122899055481
LSTM_buy,14,0.6047050548558259,1.3940033426090164,0.5279570557022152,0.4572770595550537,0.9847267866134644
LSTM_buy,15,0.5762503845008773,1.6129710236374213,0.5342697968445124,0.38112154603004456,0.9839337468147278
LSTM_buy,16,0.5630751371982708,1.5911374335386315,0.4817107087045196,0.391887903213501,0.9811393618583679
LSTM_buy,17,0.5645457862609595,1.6107341707969198,0.48102204603445076,0.4763418734073639,0.9819679856300354
LSTM_buy,18,0.5311728053955577,1.4503837775210946,0.5469217661548784,0.32018524408340454,0.9776565432548523
LSTM_buy,19,0.5138476961222126,1.5844436956911672,0.5525281866099256,0.3402664065361023,0.986924409866333
LSTM_buy,20,0.5277092013526802,1.570194555788624,0.5442730635776909,0.35868456959724426,0.9925593137741089
