leg_type,entry_time,exit_time,entry_price,exit_price,shares,position_pct,entry_prob,exit_prob,gross_return,net_return,exit_reason
sell_first,2020-08-20 11:00:00,2020-08-20 11:05:00,72.63366500000001,72.79638,4100,1.0,0.5999900503719268,0.22397838950701626,-0.0022352073001431494,-0.0052352073001431495,stop_loss_buyback
buy_first,2020-08-20 14:00:00,2020-08-20 14:10:00,72.686325,72.51372500000001,3200,0.7827437196212043,0.7957313362240436,0.37341914690168987,-0.0023745869666679242,-0.005374586966667924,stop_loss_sell
buy_first,2020-08-20 14:30:00,2020-08-20 14:40:00,72.286125,72.00398000000001,900,0.3266834307980604,0.7645643938520631,0.2990276491841084,-0.0039031695225050234,-0.006903169522505023,stop_loss_sell
buy_first,2020-08-21 09:45:00,2020-08-21 09:55:00,72.706335,72.51372500000001,2500,0.6061961495363393,0.7836661595849042,0.45827816764137697,-0.002649150173777648,-0.005649150173777648,stop_loss_sell
buy_first,2020-08-21 10:10:00,2020-08-21 10:15:00,72.29613,72.11392500000001,1800,0.4475764439516906,0.7728261646452562,0.29858169233717247,-0.002520259383178569,-0.005520259383178569,stop_loss_sell
buy_first,2020-08-21 10:20:00,2020-08-21 10:30:00,72.14605499999999,71.88404,3600,0.8687402681839349,0.8016082992899579,0.37334003762420837,-0.003631730106379183,-0.006631730106379183,stop_loss_sell
buy_first,2020-08-21 13:20:00,2020-08-21 13:25:00,72.15606,71.964,300,0.5022051650018262,0.776559465356919,0.24404789229864043,-0.0026617306987105627,-0.005661730698710563,stop_loss_sell
buy_first,2020-08-24 10:25:00,2020-08-24 10:30:00,71.53575,71.214375,2300,0.5643523644512851,0.7808065752923609,0.5006134374604638,-0.004492508990259991,-0.007492508990259991,stop_loss_sell
buy_first,2020-08-24 10:45:00,2020-08-24 10:55:00,71.31564,71.1644,3700,0.8926249033506282,0.8032405638524723,0.3822500285997682,-0.0021207129319740226,-0.005120712931974023,stop_loss_sell
buy_first,2020-08-24 11:15:00,2020-08-24 11:30:00,71.17557,71.514225,2200,0.781311350959684,0.7956334488336632,0.3083013694043971,0.004758023012671364,0.001758023012671364,take_profit_sell
sell_first,2020-08-25 09:50:00,2020-08-25 10:05:00,72.26385,72.24610499999999,2100,0.5280460914283811,0.5680577205627149,0.767823691394328,0.0002456187776491703,-0.0027543812223508298,buy_signal_buyback
buy_first,2020-08-25 10:10:00,2020-08-25 10:20:00,72.2361,72.04396,4000,0.9759748013246223,0.808936656080913,0.45277573336438437,-0.002659888892118989,-0.005659888892118989,stop_loss_sell
