epoch,loss,train_auc,valid_auc,valid_prob_mean,valid_prob_max
1,392.2002770602703,0.6509721037220948,0.6372791757502546,0.5730665922164917,0.8063454031944275
2,380.1690858453512,0.6672003672409585,0.6415752016215711,0.551336407661438,0.8107804656028748
3,373.7731880247593,0.6790938128558774,0.638642736327955,0.5273119807243347,0.8243986368179321
4,368.8544300198555,0.6948207390747108,0.6310866330482161,0.5129032135009766,0.8766401410102844
5,361.7945740669966,0.7131572079607139,0.6243116134654163,0.4984922409057617,0.8890732526779175
6,351.57892802357674,0.741227577743478,0.6164723329380071,0.4860621988773346,0.9244452118873596
7,341.0943601280451,0.7630166227390138,0.6059050661515892,0.4679355025291443,0.9168055653572083
8,322.83453960716724,0.7829420205178925,0.581108601436806,0.44570982456207275,0.9584401845932007
9,307.6797256246209,0.8196894542855536,0.5799118747791365,0.4503899812698364,0.9839785695075989
10,286.55765879899263,0.8380417771322786,0.5660613300784465,0.41584810614585876,0.9911471009254456
11,265.2090704292059,0.8692843917370074,0.5721367167797593,0.4445689618587494,0.9967862367630005
12,243.58664820715785,0.8884472250333519,0.5711453866908267,0.43979212641716003,0.998263418674469
