prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,trade_return_median
0,1013,0.26826775,0.981243830207305,0.0005125296101966206,-0.0003377617653680387
1,1012,0.3054957,0.932806324110672,0.0002865153446890469,-0.0004923133469375562
2,1012,0.32665923,0.9436758893280632,0.00032765547410770404,-0.0005502696699835607
3,1012,0.341742,0.9041501976284585,0.00027231919765967826,-0.0006276001956579402
4,1013,0.3556827,0.9151036525172754,0.00010971555024312563,-0.0006674577276772897
5,1012,0.37011907,0.9515810276679841,0.0007906910885091043,-0.00041680267809390825
6,1012,0.38798136,0.9654150197628458,0.0003324852199053474,-0.0002554822226953357
7,1012,0.4115191,0.9703557312252964,0.0007692047322110813,-8.996867487431892e-05
8,1012,0.44340813,0.8863636363636364,-5.651193388058187e-05,-0.0011906710404032128
9,1013,0.4958655,0.9220138203356367,5.9924935025223694e-05,-0.0008156606851549286
