signal_time,entry_time,exit_time,holding_bars,pred_prob,entry_price,exit_price,gross_return,round_trip_cost,net_return,y_true,equity
2025-08-01 10:55:00,2025-08-01 11:00:00,2025-08-01 11:10:00,3,0.6014533423922841,88.68,88.66,-0.00022552999548952624,0.003,-0.0032255299954895263,0.0,0.9967744700045105
2025-08-08 09:45:00,2025-08-08 09:50:00,2025-08-08 10:00:00,3,0.5927187479811676,87.16,87.53,0.004245066544286358,0.003,0.0012450665442863577,0.0,0.998015520549312
2025-08-12 13:25:00,2025-08-12 13:30:00,2025-08-12 13:40:00,3,0.5816726005227111,89.76,88.91,-0.009469696969697017,0.003,-0.012469696969697016,0.0,0.9855705694370076
2025-08-14 10:50:00,2025-08-14 10:55:00,2025-08-14 11:05:00,3,0.5837370530969149,90.72,90.96,0.002645502645502562,0.003,-0.000354497354497438,1.0,0.9852211872774717
2025-08-14 13:10:00,2025-08-14 13:15:00,2025-08-14 13:25:00,3,0.5908194840784228,90.11,89.42,-0.007657307734990515,0.003,-0.010657307734990514,0.0,0.9747213818976229
2025-08-15 09:35:00,2025-08-15 09:40:00,2025-08-15 09:50:00,3,0.5888614238355024,88.91,89.58,0.007535710268811169,0.003,0.004535710268811169,1.0,0.9791424356787258
2025-08-22 11:25:00,2025-08-22 11:30:00,2025-08-22 13:10:00,3,0.5855695255813942,98.72,100.71,0.02015802269043765,0.003,0.01715802269043765,0.0,0.9959425838072719
2025-08-25 13:05:00,2025-08-25 13:10:00,2025-08-25 13:20:00,3,0.61808249770142,102.49,101.8,-0.006732364133086088,0.003,-0.009732364133086088,0.0,0.9862497079260129
2025-08-25 13:25:00,2025-08-25 13:30:00,2025-08-25 13:40:00,3,0.5836126732379703,101.33,101.19,-0.0013816243955393492,0.003,-0.004381624395539349,0.0,0.9819283321456707
2025-08-26 09:45:00,2025-08-26 09:50:00,2025-08-26 10:00:00,3,0.5855157173976863,100.99,100.8,-0.0018813743935043314,0.003,-0.0048813743935043315,0.0,0.9771351723288784
2025-08-27 13:50:00,2025-08-27 13:55:00,2025-08-27 14:05:00,3,0.5925658653278324,104.42,104.23,-0.0018195747941007756,0.003,-0.004819574794100776,0.0,0.9724257962818927
2025-08-27 14:25:00,2025-08-27 14:30:00,2025-08-27 14:40:00,3,0.5859450043113776,103.17,102.6,-0.005524861878453136,0.003,-0.008524861878453135,0.0,0.9641360006815448
2025-09-10 14:35:00,2025-09-10 14:40:00,2025-09-10 14:50:00,3,0.583645044941414,104.18,104.43,0.002399692839316625,0.003,-0.000600307160683375,0.0,0.9635572229364631
2025-09-15 13:05:00,2025-09-15 13:10:00,2025-09-15 13:20:00,3,0.5906292719477294,109.86,109.01,-0.007737119970872008,0.003,-0.010737119970872008,0.0,0.953211393434994
2025-09-17 10:25:00,2025-09-17 10:30:00,2025-09-17 10:40:00,3,0.5897827612636665,115.9,115.98,0.0006902502157031254,0.003,-0.0023097497842968747,0.0,0.9510097136246182
2025-09-17 13:40:00,2025-09-17 13:45:00,2025-09-17 13:55:00,3,0.590651690442295,117.18,117.14,-0.0003413551800649506,0.003,-0.0033413551800649506,0.0,0.9478320523917064
2025-09-18 11:10:00,2025-09-18 11:15:00,2025-09-18 11:25:00,3,0.5856372750450934,123.01,123.3,0.0023575319079749413,0.003,-0.0006424680920250588,0.0,0.9472231005414461
2025-09-18 13:25:00,2025-09-18 13:30:00,2025-09-18 13:40:00,3,0.5879282568430027,123.01,122.51,-0.0040647101861637225,0.003,-0.0070647101861637225,0.0,0.9405312438544814
2025-09-18 13:45:00,2025-09-18 13:50:00,2025-09-18 14:00:00,3,0.595561536670281,121.46,120.11,-0.011114770294747167,0.003,-0.014114770294747166,0.0,0.9272558613924425
2025-09-18 14:05:00,2025-09-18 14:10:00,2025-09-18 14:20:00,3,0.5896391004639674,120.0,120.63,0.005249999999999977,0.003,0.002249999999999977,0.0,0.9293421870805756
