prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,trade_return_median
0,1014,0.27156338,1.0009861932938855,0.00032183595680659123,-0.00016731917765766546
1,1014,0.32399836,0.965483234714004,5.5072272355151775e-05,-0.00027402402402404435
2,1014,0.35294545,0.9092702169625246,-0.00011191358740685697,-0.0005621400876166249
3,1014,0.37624878,0.9615384615384616,0.00015124925722097038,-0.0003033821000653081
4,1014,0.39648408,0.9319526627218935,1.184664095641844e-06,-0.00041872399935383164
5,1014,0.4153134,0.9506903353057199,8.522135248512272e-05,-0.0001494433836912723
6,1014,0.4349163,0.9506903353057199,0.0002242509301676934,-0.0003991289415078425
7,1014,0.45647547,1.0019723865877712,0.0005158226853367558,-0.0001754379971449227
8,1014,0.48159686,0.9250493096646942,-1.1861765497048428e-05,-0.0005708036752581358
9,1014,0.5202589,0.980276134122288,0.0006318991702523247,-7.806070222721173e-05
