epoch,loss,train_auc,valid_auc,valid_prob_mean,valid_prob_max
1,392.7344471812248,0.6219390174627372,0.6148866860794883,0.3853502571582794,0.5755048990249634
2,388.32672345638275,0.6295815733857626,0.6123559261415683,0.3796941637992859,0.5912139415740967
3,386.6790779531002,0.6377589371077078,0.6105023330718479,0.37313830852508545,0.5876384973526001
4,384.56520423293114,0.6468485017933734,0.6001058659071936,0.36737602949142456,0.6432101130485535
5,382.0308164358139,0.6613380782144043,0.5899667808833198,0.3630835711956024,0.6840196847915649
6,378.9446696341038,0.6829618584391635,0.5828928126953389,0.36217200756073,0.7432022094726562
7,373.7219884991646,0.7006698250724852,0.5583513222056042,0.34564754366874695,0.8229320645332336
8,366.3722833395004,0.7261712351924994,0.5466077569470625,0.3335007131099701,0.8782671689987183
9,355.9494167268276,0.7503871420159343,0.5357153663621934,0.3257102370262146,0.9262458086013794
10,342.8495236635208,0.7786038078768682,0.5231222474018405,0.30724528431892395,0.9529517292976379
11,327.0882517397404,0.8132560516314923,0.528122851624975,0.3228493928909302,0.9743357300758362
