,0
threshold,0.4991502404212952
horizon,6
round_trip_cost,0.003
trade_count,102
win_rate,0.35294117647058826
gross_return_mean,-0.0007350357425596667
net_return_mean,-0.0037350357425596672
gross_return_median,-0.00017388167549370337
net_return_median,-0.0031738816754937034
total_return,-0.3233284420440975
max_drawdown,-0.35285407665903845
per_trade_sharpe,-0.28254558787769196
trades_per_year,128.03799522673032
bar_annualized_sharpe,-30.452070852502178
sharpe,-3.1971128251318044
avg_pred_prob,0.5150389139558754
positive_label_rate,0.5588235294117647
buy_label_rate,0.43137254901960786
selected_by,validation_net_return_mean
selected_quantile,0.95
