prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,trade_return_median
0,1014,0.3321717,0.18836293,8.675758206838767e-05,-0.00043609098168939653
1,1014,0.4672303,0.22682446,0.0004876846908585473,-0.00015873016272893725
2,1014,0.5187789,0.2514793,0.00023899010164729693,-0.00037997530160527315
3,1014,0.55014825,0.24260356,-0.00019306404135637577,-0.0008248913457220008
4,1014,0.57628125,0.28698224,0.00023996844213781463,-0.0003584454427545958
5,1013,0.60128856,0.3208292,0.0010988606585604745,-0.0002167786689790674
6,1014,0.6270134,0.31656805,0.0003037197759260734,-0.0005808767807440884
7,1014,0.6537667,0.2928994,-0.0001386491335262778,-0.0011321969965272793
8,1014,0.684289,0.3402367,0.001030695402510934,-0.0009056654425616539
9,1014,0.72925425,0.38264298,0.00031553650087754413,-0.00014041633259909148
