side,prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,future_return_mean
buy,0,16,0.28562775,0.1875,-0.0012180638481236947,-0.0013109418213525861
buy,1,15,0.30756316,0.2,-0.004252160459561175,-0.004570936404781211
buy,2,15,0.3228238,0.13333333333333333,0.0014878068764831184,0.0009550083300002473
buy,3,15,0.33851537,0.13333333333333333,-0.0017012074403984926,-0.0017014366973265194
buy,4,15,0.34787557,0.2,0.0005692172981949017,0.0004971776461109172
buy,5,16,0.35315815,0.375,-0.0007337753869707947,-0.0006135898323626002
buy,6,14,0.3569202,0.42857142857142855,0.0018620434341868647,0.00195935440448405
buy,7,15,0.36347598,0.06666666666666667,-0.0014718346089022264,-0.001428008953658814
buy,8,15,0.37391275,0.13333333333333333,-0.0006347843293230608,-0.0006793478794109667
buy,9,16,0.40231395,0.25,-0.0007694090420391139,-0.001264816982803764
sell,0,16,0.3024186,0.3125,-0.0008338731486337222,-0.0006780912902964661
sell,1,15,0.32720515,0.3333333333333333,-0.0015736257315341895,-0.00212951567763399
sell,2,15,0.33448407,0.4666666666666667,-0.0006847859283222476,-0.0006046111138059492
sell,3,15,0.33989888,0.2,0.0006272519097582381,0.0005645556468872289
sell,4,15,0.34524044,0.2,0.0009220596544570266,0.0008594122751345671
sell,5,15,0.35527667,0.3333333333333333,-0.002832391991387976,-0.0036387114747886027
sell,6,15,0.37427378,0.4,-0.0010473198236188087,-0.0010470097008763149
sell,7,15,0.38639227,0.4666666666666667,-0.0012866599898384197,-0.0012782765303926524
sell,8,15,0.40890768,0.26666666666666666,0.0006139462292402549,0.0006233973185746958
sell,9,16,0.43935847,0.3125,-0.0009531843038308868,-0.0010563079005789372
