prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,trade_return_median
0,1014,0.42897767,0.2524655,-6.455239147359252e-05,-0.0006875352157948433
1,1014,0.5091443,0.29783037,0.00028435060389732933,-0.0006707984879023021
2,1014,0.5430884,0.31360948,0.0006101116902841318,-0.00035355976268253153
3,1013,0.564841,0.30602172,-0.0004493483190215488,-0.0011470925615458816
4,1014,0.5829128,0.36587772,0.001220705048813529,-8.388903416350901e-05
5,1014,0.598609,0.33530572,0.0006714635859052935,-0.0006896949216825821
6,1013,0.6140918,0.37117472,0.0016433900741858346,-0.00039264959949736333
7,1014,0.6300373,0.38264298,0.0011081115522901313,-0.00031157286292615716
8,1014,0.64838976,0.34319526,0.0001398869514229517,-0.002178368648877771
9,1014,0.6749994,0.39349112,0.0016089821102562379,-0.0005512633514137555
