,0
threshold,0.43742504715919495
horizon,12
round_trip_cost,0.003
trade_count,80
win_rate,0.3875
gross_return_mean,-0.0006659465895096667
net_return_mean,-0.003665946589509668
gross_return_median,-0.0015031321160760003
net_return_median,-0.004503132116076
total_return,-0.2612590356934579
max_drawdown,-0.28522152216593055
per_trade_sharpe,-0.2441685737285103
trades_per_year,93.65593073207648
bar_annualized_sharpe,-26.315890341751302
sharpe,-2.362965649996219
avg_pred_prob,0.44487622529268267
positive_label_rate,0.5
buy_label_rate,0.4375
selected_by,validation_net_return_mean
selected_quantile,0.95
