prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,trade_return_median
0,1013,0.30585864,0.9713721618953604,0.0005890726636178307,-0.00034296493183560983
1,1013,0.33321837,0.87857847976308,0.0003062430107359966,-0.0011042751222590796
2,1013,0.34922484,0.8983218163869694,0.000400672644859619,-0.0008659371801936766
3,1013,0.36264253,0.8973346495557749,0.0007150613588819051,-0.0009380863039399889
4,1013,0.37477207,0.9536031589338598,0.0002285247999257949,-0.0003252032520325576
5,1013,0.3861079,0.9516288252714709,0.0008299311743909073,-0.0004343293954135463
6,1013,0.3968653,1.001974333662389,0.0015227081050685925,-0.00023496240601506013
7,1013,0.40763593,0.9753208292201382,0.0011749655471743653,-0.0004533091568449388
8,1013,0.42018273,0.8795656465942744,0.0007927133131705366,-0.0017495395948434744
9,1013,0.44328097,0.9447186574531096,0.0002069824803305877,-0.0006316549359320911
