epoch,loss,train_auc,valid_auc,valid_prob_mean,valid_prob_max
1,400.4739729166031,0.5799652024559154,0.5622394772167683,0.369093656539917,0.5034158825874329
2,395.60602283477783,0.5995982932707047,0.5600922283678444,0.36060017347335815,0.5274461507797241
3,392.8135985136032,0.6168247372522249,0.5582110701139509,0.3582712709903717,0.59473717212677
4,389.48622292280197,0.6343194719161083,0.5526680911796715,0.3643743693828583,0.6871156692504883
5,384.3739792108536,0.6549535362637303,0.5513143931195226,0.376414954662323,0.8006247282028198
6,376.7940355539322,0.6817269296525921,0.5326620118913218,0.3630760610103607,0.8859968781471252
7,366.3143581748009,0.7122153587863355,0.5148921817591202,0.3348526656627655,0.9485171437263489
8,351.93968641757965,0.7482681472580421,0.5021392464426129,0.3587924838066101,0.9931672215461731
9,336.31145882606506,0.7787648224387475,0.5081417497985425,0.3482222855091095,0.9833873510360718
10,318.885600566864,0.8009719668386064,0.4899058747654744,0.3118450939655304,0.996215283870697
11,298.14790564775467,0.8450227299836431,0.49900554223797067,0.28078243136405945,0.997218132019043
