prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,trade_return_median
0,1014,0.24559893,0.07001972,8.110158295965702e-05,-0.00013692596888237318
1,1013,0.41317034,0.11253702,0.00012040330704520891,-0.00010469011725278143
2,1013,0.5083807,0.10957552,-7.694618168337064e-05,-0.00017373175816548514
3,1013,0.57403105,0.16288252,0.00010904768750905126,-0.00010220768601798547
4,1013,0.62425613,0.14313918,-0.00012704291125931397,-0.000312695434646737
5,1013,0.6654596,0.2082922,0.00029704737504267475,0.00015814027041982648
6,1013,0.70094943,0.23099704,2.6124776658677728e-05,-0.0003667033370002848
7,1013,0.72920984,0.2744324,0.00028951269953478303,-0.0001906577693041589
8,1013,0.754937,0.29121423,-2.8797920107754445e-05,-0.0002631809807878138
9,1014,0.7897292,0.33234715,0.0006305020144287233,-0.0002099653509263777
