,0
threshold,0.5280200839042664
horizon,2
round_trip_cost,0.003
trade_count,191
win_rate,0.31413612565445026
gross_return_mean,-0.00044217619240615765
net_return_mean,-0.003442176192406158
gross_return_median,-0.0009692483919288009
net_return_median,-0.003969248391928801
total_return,-0.48656616657934926
max_drawdown,-0.4988292423046329
per_trade_sharpe,-0.37493357369809227
trades_per_year,216.56342764753438
bar_annualized_sharpe,-40.409421491934786
sharpe,-5.517557778382596
avg_pred_prob,0.54604948971284
positive_label_rate,0.5235602094240838
buy_label_rate,0.3769633507853403
selected_by,validation_net_return_mean
selected_quantile,0.95
