side,quantile,threshold,signal_count,signal_ratio,active_label_mean,active_trade_return_mean,active_future_return_mean
buy,0.5,0.4709884226322174,392,0.5,0.29591836734693877,-0.00045189059423215115,-0.0004560886553814857
buy,0.6,0.4828662097454071,314,0.4005102040816326,0.28343949044585987,-0.0008709031822153413,-0.0008701293778676424
buy,0.7,0.4986216396093368,235,0.2997448979591837,0.28085106382978725,-0.0011756845462152,-0.0011802781782484528
buy,0.75,0.5100705474615097,196,0.25,0.27040816326530615,-0.0012961820683336286,-0.00129246557197907
buy,0.8,0.5248645067214965,157,0.2002551020408163,0.267515923566879,-0.0016020757985692748,-0.0015752866729724009
buy,0.85,0.5381894320249557,118,0.15051020408163265,0.2542372881355932,-0.0016563639474499081,-0.001603372981878032
buy,0.9,0.5605058550834656,79,0.10076530612244898,0.27848101265822783,-0.0009670836649695015,-0.0008874799954073948
buy,0.95,0.586351191997528,40,0.05102040816326531,0.3,-0.0006110698623242484,-0.0005453626339880196
sell,0.5,0.3651629239320755,392,0.5,0.39285714285714285,-0.0009679085922301943,-0.000980574670588689
sell,0.6,0.4455753564834594,314,0.4005102040816326,0.39490445859872614,-0.0009812180942676888,-0.0010119738514613773
sell,0.7,0.5474787950515745,235,0.2997448979591837,0.41702127659574467,-0.0009199516785194495,-0.0010028929520675312
sell,0.75,0.5966153293848038,196,0.25,0.4336734693877551,-0.0010059753659291148,-0.0010809653112943077
sell,0.8,0.6492177009582524,157,0.2002551020408163,0.445859872611465,-0.0009717193711354133,-0.0010700699171687692
sell,0.85,0.7105221450328827,118,0.15051020408163265,0.4830508474576271,-0.0013338784701504875,-0.0015308079285891692
sell,0.9,0.7743623614311219,79,0.10076530612244898,0.45569620253164556,-0.0007645533874321663,-0.0009602534172637603
sell,0.95,0.8490816891193388,40,0.05102040816326531,0.425,-0.0012741402437870975,-0.0013152210690185657
