datetime,buy_prob,sell_prob
2020-08-14 14:25:00,0.6499758722751902,0.3094905321701378
2020-08-14 14:30:00,0.4660110799266752,0.3932414918642324
2020-08-14 14:35:00,0.4549281344456725,0.4214328665016229
2020-08-14 14:40:00,0.6339916128043998,0.3664857548053347
2020-08-14 14:45:00,0.4641293897919365,0.3317421792296258
2020-08-14 14:50:00,0.5399118084784444,0.4100022024726656
2020-08-14 14:55:00,0.5764343908321746,0.3185701974269637
2020-08-14 15:00:00,0.6497628885265636,0.33500525106233
2020-08-17 09:35:00,0.709023801961838,0.3418375740556177
2020-08-17 09:40:00,0.7011241446898245,0.4095693599060733
2020-08-17 09:45:00,0.6778619316591643,0.5142447833430732
2020-08-17 09:50:00,0.700288454210704,0.4356095444688478
2020-08-17 09:55:00,0.7047079362723697,0.4574222990675556
2020-08-17 10:00:00,0.6826218874817513,0.4414973115328305
2020-08-17 10:05:00,0.6579419225856292,0.3986458548474823
2020-08-17 10:10:00,0.6739756922787836,0.3797298833737559
2020-08-17 10:15:00,0.6486662361574385,0.3325681527804923
2020-08-17 10:20:00,0.6479101393351929,0.3846237759888708
2020-08-17 10:25:00,0.6124803548235872,0.4195775323534941
2020-08-17 10:30:00,0.5979111681336265,0.3225956196969994
2020-08-17 10:35:00,0.5514992664604608,0.4891674649042996
2020-08-17 10:40:00,0.6623810685986417,0.3949266567214899
2020-08-17 10:45:00,0.6615950733415634,0.3382042337495137
2020-08-17 10:50:00,0.5067613579451581,0.4283663582801392
2020-08-17 10:55:00,0.661438904457226,0.5091590754591685
2020-08-17 11:00:00,0.5435542041465291,0.5140915026230459
2020-08-17 11:05:00,0.5977045181403384,0.4081828506255487
2020-08-17 11:10:00,0.6791124925980365,0.3898305591859652
2020-08-17 11:15:00,0.4316892762410201,0.4749033028325591
2020-08-17 11:20:00,0.626235485202993,0.4050158183517106
2020-08-17 11:25:00,0.581713723860767,0.4507548601545694
2020-08-17 11:30:00,0.4472752662836833,0.526997286805256
2020-08-17 13:05:00,0.3774825843996126,0.4853835255393759
2020-08-17 13:10:00,0.3741378464978985,0.4609391871183275
2020-08-17 13:15:00,0.5642626427643423,0.4562976010962233
2020-08-17 13:20:00,0.553579374364864,0.461479334349809
2020-08-17 13:25:00,0.5525050706935206,0.5374838623271959
2020-08-17 13:30:00,0.5012580274948704,0.4190216799016065
2020-08-17 13:35:00,0.6207284482532252,0.4030355011560915
2020-08-17 13:40:00,0.4887392853758184,0.3510518460570171
2020-08-17 13:45:00,0.4802727311066456,0.3948592571041896
2020-08-17 13:50:00,0.4315330284389588,0.4114378159312467
2020-08-17 13:55:00,0.4379979955723361,0.2829935177614129
2020-08-17 14:00:00,0.6309439071898852,0.3340231614178715
2020-08-17 14:05:00,0.6145775104670722,0.3712363597266058
2020-08-17 14:10:00,0.6621832866205744,0.5370147388576663
2020-08-17 14:15:00,0.5211047611412094,0.4842878905525974
2020-08-17 14:20:00,0.5575217389740045,0.4427563675981213
2020-08-17 14:25:00,0.4191151134550228,0.4529814117313515
2020-08-17 14:30:00,0.4624490352944613,0.4712376117734296
2020-08-17 14:35:00,0.5566594807482835,0.4767464053339864
2020-08-17 14:40:00,0.332789316603965,0.3913054682110198
2020-08-17 14:45:00,0.4997738451839308,0.4201198534778773
2020-08-17 14:50:00,0.4263542917208699,0.5005108404758314
2020-08-17 14:55:00,0.4556324421479444,0.4613305365979925
2020-08-17 15:00:00,0.2294389035857242,0.4517688228768465
2020-08-18 09:35:00,0.2881909213295524,0.4945811205499387
2020-08-18 09:40:00,0.409521959661116,0.5384477830431549
2020-08-18 09:45:00,0.3211189205257266,0.5852612826578046
2020-08-18 09:50:00,0.378794973973692,0.4856311834882201
2020-08-18 09:55:00,0.2597586326497358,0.5421722638983801
2020-08-18 10:00:00,0.5526764675749453,0.371812344796056
2020-08-18 10:05:00,0.6201815641598243,0.4627559902413365
2020-08-18 10:10:00,0.5415776697965328,0.4210317069562771
