side,quantile,threshold,signal_count,signal_ratio,active_label_mean,active_trade_return_mean,active_future_return_mean
buy,0.5,0.30043870210647583,76,0.5,0.27631578947368424,8.421457349650234e-05,-9.663224465266948e-06
buy,0.6,0.3161281645298004,61,0.40131578947368424,0.3114754098360656,0.00040554783034379163,0.00029311083183152523
buy,0.7,0.3354641437530517,46,0.3026315789473684,0.30434782608695654,0.000348517381224728,0.00020512221061929457
buy,0.75,0.3493570163846016,38,0.25,0.3157894736842105,0.0002730711595714311,9.580255404678369e-05
buy,0.8,0.36190653443336485,31,0.20394736842105263,0.3548387096774194,0.0006673519029754889,0.0004500938759244933
buy,0.85,0.3733632981777191,23,0.1513157894736842,0.34782608695652173,0.00048074797548556067,0.00018782235525543792
buy,0.9,0.3860941857099533,16,0.10526315789473684,0.125,-0.0013726582463600076,-0.0018357565225752756
buy,0.95,0.4027485772967338,8,0.05263157894736842,0.0,-0.0023189439008060864,-0.0032282207582406824
sell,0.5,0.24866123497486115,76,0.5,0.2894736842105263,-0.0003266169680366672,-0.0003063977961633742
sell,0.6,0.2630422830581665,61,0.40131578947368424,0.2459016393442623,0.00024685997723890274,0.0002556645154468907
sell,0.7,0.2786939173936844,46,0.3026315789473684,0.2608695652173913,9.655038712302406e-05,0.00013469114170494567
sell,0.75,0.2858453020453453,38,0.25,0.2631578947368421,-8.630207036728226e-05,-5.7699779745433665e-05
sell,0.8,0.2944049596786499,31,0.20394736842105263,0.2903225806451613,-0.00030205130367307265,-0.00026287540631485566
sell,0.85,0.30257123708724976,23,0.1513157894736842,0.34782608695652173,-0.00019815650665753966,-0.0001684129402243519
sell,0.9,0.31108079850673676,16,0.10526315789473684,0.25,-0.0003855044238754851,-0.0003679001304053228
sell,0.95,0.32460862696170806,8,0.05263157894736842,0.25,-0.0011307000101510173,-0.0010958018388725205
