side,quantile,threshold,signal_count,signal_ratio,active_label_mean,active_trade_return_mean,active_future_return_mean
buy,0.5,0.3717208124795549,76,0.5,0.19736842105263158,-0.0010653565023393103,-0.0012763588498131257
buy,0.6,0.37793006041350735,61,0.40131578947368424,0.19672131147540983,-0.0009758128942445685,-0.001225214463726769
buy,0.7,0.3923748192605523,46,0.3026315789473684,0.2391304347826087,-7.412536869228178e-05,-0.0004191666301529031
buy,0.75,0.40279589709280506,38,0.25,0.2894736842105263,0.00016877855581245554,0.000101292938676965
buy,0.8,0.4120466540128241,31,0.20394736842105263,0.2903225806451613,0.0002220276642933095,0.00017052598149473158
buy,0.85,0.4227580438472828,23,0.1513157894736842,0.30434782608695654,0.0006104578918637051,0.0005469874103276402
buy,0.9,0.44279270557668127,16,0.10526315789473684,0.375,0.0009150404211976937,0.0008820811277005652
buy,0.95,0.4752142490858917,8,0.05263157894736842,0.375,0.0016749795793758737,0.001726455504026586
sell,0.5,0.4507910661375928,76,0.5,0.40789473684210525,-0.001801021484072816,-0.0018437582391763185
sell,0.6,0.4614198152490825,61,0.40131578947368424,0.4098360655737705,-0.0017501409773299159,-0.0018150534389138788
sell,0.7,0.47481717886926816,46,0.3026315789473684,0.41304347826086957,-0.001998862807418451,-0.002085129177376524
sell,0.75,0.4843910270894543,38,0.25,0.47368421052631576,-0.0021473970188250215,-0.002251983382890872
sell,0.8,0.49180133445640184,31,0.20394736842105263,0.4838709677419355,-0.0024865917426048793,-0.002627921733159285
sell,0.85,0.5044080478637702,23,0.1513157894736842,0.5217391304347826,-0.00275297323043839,-0.0029196265429298957
sell,0.9,0.5270760699818796,16,0.10526315789473684,0.625,-0.004080608937458374,-0.004336854563768894
sell,0.95,0.5379176266493775,8,0.05263157894736842,0.5,-0.0041049836030321585,-0.004171757943058782
