epoch,loss,train_auc,valid_auc,valid_prob_mean,valid_prob_max
1,392.6256183385849,0.6212211459018441,0.6156014209641518,0.3889867067337036,0.5867160558700562
2,388.16801807284355,0.629005746746235,0.6144796294035332,0.3791714906692505,0.5851868391036987
3,386.3270420432091,0.6378956508947536,0.6087932370371065,0.37491798400878906,0.6180461645126343
4,384.2758142054081,0.6501799762443764,0.600783079913972,0.37108296155929565,0.6382063031196594
5,381.7982049882412,0.6673454119705287,0.5872851648712867,0.3659774661064148,0.6942220330238342
6,377.92891025543213,0.6868853079200209,0.5756621383021686,0.3636564612388611,0.8016212582588196
7,372.6073160469532,0.706772748495337,0.5685706302769612,0.3607657551765442,0.8803696036338806
8,364.7448650896549,0.7277036233907697,0.5541955304901528,0.3376648426055908,0.9113041758537292
9,354.0956896841526,0.7577889003012639,0.552502394883402,0.3280099630355835,0.9197111129760742
10,341.14143961668015,0.7848468797530039,0.5473494275759084,0.3172464370727539,0.9420577883720398
11,324.4869074225426,0.8125421752004585,0.5402031424626914,0.3027550280094147,0.962323784828186
