prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,trade_return_median
0,1015,0.27020285,1.0088669950738915,0.00037597716783258425,-0.00011590171534547888
1,1014,0.32288635,0.9822485207100592,0.0001141525702572074,-0.00019675626431348014
2,1014,0.3523242,0.8826429980276134,-0.0002803563992281777,-0.0006598081182835891
3,1015,0.377306,0.9349753694581281,4.136343980798025e-05,-0.00040883074407194187
4,1014,0.40112033,0.9516765285996055,6.53221149537231e-06,-0.00024846050400079145
5,1014,0.42279467,0.9309664694280079,-0.00010701075692267124,-0.0002292351201586551
6,1015,0.44426912,0.9408866995073891,-0.00011012855056974287,-0.0006375518010838244
7,1014,0.46475908,1.032544378698225,0.0007456674109813705,8.16261120832884e-05
8,1014,0.48762465,0.9566074950690335,0.0008062556929189427,-0.0003014242166399783
9,1015,0.52320665,0.9556650246305419,0.0002637326860536026,-0.000404007756949043
