side,quantile,threshold,signal_count,signal_ratio,active_label_mean,active_trade_return_mean,active_future_return_mean
buy,0.5,0.2576216388669107,76,0.5,0.23684210526315788,-7.460743381583698e-05,-0.00028065506086685934
buy,0.6,0.2810963042257703,61,0.40131578947368424,0.26229508196721313,0.00036236163625568525,0.00010330654298394988
buy,0.7,0.2954671834406873,46,0.3026315789473684,0.2391304347826087,0.0005460089194051064,0.00019408781131779052
buy,0.75,0.3075613318565723,38,0.25,0.23684210526315788,0.0005783409131818185,0.00016597370748515288
buy,0.8,0.3158474974850383,31,0.20394736842105263,0.2903225806451613,0.00017557137727029366,-3.7528080969695044e-05
buy,0.85,0.32839054554889974,23,0.1513157894736842,0.34782608695652173,0.0005412973886405676,0.00026015542640390115
buy,0.9,0.35627481366105335,16,0.10526315789473684,0.3125,-0.00027698788241223293,-0.0007145731565843666
buy,0.95,0.47053592066280026,8,0.05263157894736842,0.375,-0.0011221255989540685,-0.0020481817132848995
sell,0.5,0.40359737651428435,76,0.5,0.32894736842105265,-0.0006099514220985437,-0.0006173811202181324
sell,0.6,0.4207977146488292,61,0.40131578947368424,0.3114754098360656,-0.00014192121445420508,-0.00015348877997671016
sell,0.7,0.43414373096949666,46,0.3026315789473684,0.30434782608695654,-0.00027623761926949845,-0.00028243882767335334
sell,0.75,0.44108210126671366,38,0.25,0.3157894736842105,-0.0007386612108486953,-0.0007602606470134875
sell,0.8,0.4549016621810065,31,0.20394736842105263,0.3548387096774194,-0.0009108150644656428,-0.0009285431627171913
sell,0.85,0.4614432991608104,23,0.1513157894736842,0.30434782608695654,-0.000719267023754949,-0.0007428031362343736
sell,0.9,0.47903482077729614,16,0.10526315789473684,0.375,-0.001251669163322526,-0.001294039684915406
sell,0.95,0.49042827061504063,8,0.05263157894736842,0.375,-0.0011827080290571779,-0.0011989321574230466
