side,prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,future_return_mean
buy,0,16,0.15320839624251584,0.375,0.0003451083469365804,0.00033625957684742247
buy,1,15,0.1848993671299204,0.2,-0.0014019074265624691,-0.0013798749128587215
buy,2,15,0.20658790649675135,0.13333333333333333,-0.0019620740511356056,-0.0021999384214301514
buy,3,15,0.22381090650309673,0.06666666666666667,-0.0018200456638790107,-0.001874446548653319
buy,4,15,0.24391192344683685,0.13333333333333333,-0.001973797717696731,-0.0019832164178044194
buy,5,15,0.27076942637476076,0.13333333333333333,-0.0018516149854400272,-0.0018420989165268168
buy,6,15,0.2893728306384686,0.3333333333333333,-0.00020082336540253967,-0.0001750893465731614
buy,7,15,0.306780594279479,0.13333333333333333,0.0013115798398170527,0.0006727606553785941
buy,8,15,0.33129429115035347,0.26666666666666666,0.0006583012542649888,0.000684653333019288
buy,9,16,0.4589296217322239,0.3125,-0.00027698788241223293,-0.0007145731565843666
sell,0,16,0.2842005030980767,0.3125,-0.0021162086453257317,-0.002645263043781404
sell,1,15,0.32664023717217094,0.3333333333333333,-0.0015689604854165855,-0.0014044003269780391
sell,2,15,0.3537459474840867,0.4,-0.001106629865115442,-0.0012046638107665523
sell,3,15,0.38039652604746776,0.13333333333333333,0.0019065741082901452,0.0019334012415218001
sell,4,15,0.39663849295409837,0.4666666666666667,-0.0010509942846530877,-0.001875443908473288
sell,5,15,0.41100274392911557,0.4,-0.0025132742665188537,-0.002503876637199916
sell,6,15,0.4270278409206185,0.3333333333333333,0.0002699824269793612,0.0002419580329596623
sell,7,15,0.4421496235198953,0.2,0.0010352224341358665,0.0010528434647505784
sell,8,15,0.46418643314616637,0.3333333333333333,-0.0005472373590183007,-0.0005386802057057624
sell,9,16,0.49565929001031195,0.375,-0.001251669163322526,-0.001294039684915406
