epoch,loss,train_auc,valid_auc,valid_prob_mean,valid_prob_max
1,367.75232392549515,0.6085532696320699,0.5855180065927859,0.5790121555328369,0.7439530491828918
2,359.2373095750809,0.6292476631624132,0.5943210619811061,0.5576595067977905,0.746895968914032
3,355.6775003671646,0.6456502949281794,0.590820897533094,0.5471887588500977,0.7554799318313599
4,351.8454291522503,0.6630372791554273,0.5858358000535152,0.5354769229888916,0.7634140849113464
5,347.2441059052944,0.6783904629576789,0.5758384293635397,0.526395857334137,0.7881865501403809
6,340.9077369570732,0.6687108855917377,0.5453022452263622,0.5319101810455322,0.8759047389030457
7,333.81137961149216,0.6690991536549193,0.5328572935016092,0.5348267555236816,0.9049293398857117
8,324.5319005250931,0.6969233005383577,0.530434170624568,0.49892014265060425,0.9758462905883789
9,315.2479595839977,0.7388629954317674,0.5386245642592221,0.47882774472236633,0.985151469707489
10,300.7757279574871,0.7715139415934316,0.5336970235838889,0.4508005678653717,0.9660061597824097
11,284.0429155230522,0.8097479343871452,0.5228900716138574,0.44707152247428894,0.9669385552406311
12,265.99094420671463,0.8316488039318257,0.5213278851799823,0.3948700726032257,0.9828795790672302
