prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,trade_return_median
0,1015,0.26830322,0.994088669950739,0.0006276052665226762,-0.00022980581408704737
1,1014,0.30678615,0.9191321499013807,8.19711139768318e-05,-0.0005558833385095885
2,1014,0.32889298,0.9339250493096647,0.0005884239685754649,-0.0005555562414275017
3,1014,0.34604797,0.9378698224852071,0.0002903155989223079,-0.0005607629286784599
4,1015,0.36183852,0.9044334975369458,-0.0001547278537667348,-0.0005494505494505475
5,1014,0.37785473,0.9319526627218935,0.0002551301186640571,-0.0006000047764717631
6,1014,0.39623848,0.9368836291913215,0.0002332037650807704,-0.0004902996787760627
7,1014,0.41882673,0.9812623274161736,0.0011932963041848817,0.0
8,1014,0.44929093,0.9270216962524654,0.0003374511817638248,-0.0006947606461940592
9,1015,0.4979124,0.916256157635468,7.598348742133268e-06,-0.0008748906386700783
