epoch,loss,train_auc,valid_auc,valid_prob_mean,valid_prob_max
1,396.2922173142433,0.6011723041344379,0.5859446136608756,0.36190634965896606,0.5589161515235901
2,391.7465785741806,0.6153464555035857,0.5850171483269629,0.3583410382270813,0.5622639656066895
3,389.04416888952255,0.6299513371019644,0.5829632750106419,0.35859620571136475,0.6163899302482605
4,386.37152647972107,0.6474781949761339,0.5735053165327516,0.3597610592842102,0.6738312840461731
5,382.4456574320793,0.6683238335121036,0.5630835448845052,0.3561411201953888,0.7494202256202698
6,376.99646776914597,0.6941157828345971,0.5573498721870678,0.35700559616088867,0.822992205619812
7,368.6977074146271,0.7108958904640846,0.5311849218234792,0.3184947371482849,0.8980653285980225
8,357.55988988280296,0.7380069817307466,0.5252070260720737,0.333056777715683,0.9680303335189819
9,342.4565645456314,0.7647705846753,0.5208321625418784,0.32777470350265503,0.9850024580955505
10,325.7863956987858,0.7966643574531839,0.5260104941144295,0.3484228551387787,0.9935938715934753
11,308.111103951931,0.822605718467142,0.5103840563567911,0.330267995595932,0.9927480816841125
