prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,trade_return_median
0,1015,0.31095147,0.22561577,-0.00010587620343236809,-0.000666074600355282
1,1015,0.4640025,0.28768474,0.0006933204682121454,-0.00011100011100018126
2,1015,0.51444596,0.29162562,0.0008313682383977495,-0.00035341933203747455
3,1015,0.54170537,0.29359606,1.079177996560478e-05,-0.0008153281695882919
4,1015,0.56275934,0.31034482,0.0003080328167632345,-0.0006181424818418879
5,1014,0.58331305,0.33530572,0.0008620163370122343,-8.323156855033487e-05
6,1015,0.6045238,0.32315272,0.0006200766863441764,-0.0007664793050587981
7,1015,0.62838304,0.31527093,-9.793824510260481e-05,-0.0008100147275406089
8,1015,0.6567015,0.3408867,0.001109492919292043,-0.0011413663786075112
9,1015,0.6993622,0.39901477,0.0007962531382779543,0.0001800018000179815
