epoch,loss,train_auc,valid_auc,valid_prob_mean,valid_prob_max
1,399.2906728386879,0.5762147338874045,0.5720842749094872,0.3733544945716858,0.5981028079986572
2,394.94216018915176,0.592998723614676,0.575404170824869,0.367000550031662,0.5810738801956177
3,392.8944541811943,0.6065385774663232,0.5754819052878143,0.3637351393699646,0.6485409736633301
4,390.1756816506386,0.6206262564683409,0.5714640119541197,0.3596697747707367,0.6884697079658508
5,386.75957334041595,0.6408966755512294,0.5658014165089937,0.35954970121383667,0.7582406401634216
6,382.4389975667,0.6648243476995405,0.5561600852563205,0.3578967750072479,0.8466127514839172
7,376.98664873838425,0.6894685909098544,0.5448988882144018,0.3489997684955597,0.8018278479576111
8,368.39936542510986,0.7171064606620006,0.5294543728807145,0.3516608476638794,0.9355931878089905
9,357.59347158670425,0.7407254982029268,0.5341557058923583,0.3771320879459381,0.9865947961807251
10,344.7655521631241,0.7678417786924231,0.5233619477869547,0.36962398886680603,0.9949710369110107
11,329.82258233428,0.7969565815902475,0.49936266341708657,0.34710797667503357,0.9987167119979858
12,312.98392710089684,0.8238884756750496,0.4933919900603103,0.3527458608150482,0.9988447427749634
13,294.9895938336849,0.8490851684635512,0.4952968392070698,0.3432464301586151,0.9996261596679688
