,0
threshold,0.5024745911359787
horizon,9
round_trip_cost,0.003
trade_count,65
win_rate,0.4307692307692308
gross_return_mean,0.002334264648445519
net_return_mean,-0.0006657353515544819
gross_return_median,0.0011802088061734217
net_return_median,-0.0018197911938265783
total_return,-0.05524677092139518
max_drawdown,-0.1911166799935995
per_trade_sharpe,-0.03219866779536524
trades_per_year,81.83208664951229
bar_annualized_sharpe,-3.4702934858253287
sharpe,-0.2912726560572285
avg_pred_prob,0.5231666537431571
positive_label_rate,0.6153846153846154
buy_label_rate,0.46153846153846156
selected_by,validation_net_return_mean
selected_quantile,0.95
