leg_type,entry_time,exit_time,entry_price,exit_price,shares,position_pct,entry_prob,exit_prob,gross_return,net_return,exit_reason
sell_first,2021-01-13 13:20:00,2021-01-13 13:30:00,63.568200000000004,62.93145,1400,0.30574952358560226,0.9244384765625,0.4541073143482208,0.010118152370555578,0.0071181523705555775,take_profit_buyback
sell_first,2021-01-15 10:35:00,2021-01-15 10:50:00,63.908030000000004,63.67182,1300,0.29320055692837976,0.9239502549171448,0.4679363965988159,0.0037098044315366785,0.0007098044315366784,take_profit_buyback
sell_first,2021-01-20 13:05:00,2021-01-20 13:20:00,59.3703,59.149559999999994,1800,0.3722156900435364,0.9270243644714355,0.5276177525520325,0.003731895892378656,0.000731895892378656,take_profit_buyback
sell_first,2021-01-20 14:30:00,2021-01-20 14:55:00,59.33032,59.509739999999994,4400,0.8805216117177198,0.946800172328949,0.4156334102153778,-0.003014968642107929,-0.006014968642107929,stop_loss_buyback
sell_first,2021-01-25 11:15:00,2021-01-25 11:30:00,58.07095,58.209089999999996,1400,0.28920345596284525,0.9237947463989258,0.47304391860961914,-0.002373168864175601,-0.005373168864175601,stop_loss_buyback
sell_first,2021-01-28 13:20:00,2021-01-28 13:35:00,56.941515,56.76837,5200,0.9986252975483414,0.9513950347900391,0.5045907497406006,0.0030500259211247993,5.002592112479925e-05,take_profit_buyback
sell_first,2021-01-29 11:05:00,2021-01-29 11:10:00,55.582195000000006,55.81789499999999,2500,0.4770166439141211,0.9311016798019409,0.5101218223571777,-0.004222660134352796,-0.007222660134352796,stop_loss_buyback
sell_first,2021-01-29 13:25:00,2021-01-29 13:30:00,56.181895000000004,56.328149999999994,1500,0.2934701965488988,0.9239607453346252,0.3868175745010376,-0.002596481510576676,-0.005596481510576676,stop_loss_buyback
sell_first,2021-01-29 13:35:00,2021-01-29 13:45:00,56.041965000000005,55.81789499999999,5300,1.0,0.9784230589866638,0.4174649715423584,0.004014304014868575,0.0010143040148685748,take_profit_buyback
sell_first,2021-01-29 13:55:00,2021-01-29 14:05:00,55.902035000000005,56.378175,100,0.3979907864958756,0.9280271530151367,0.4900436997413635,-0.008445466707639904,-0.011445466707639903,stop_loss_buyback
sell_first,2021-02-01 14:30:00,2021-02-01 14:50:00,56.781595,56.90844,5200,1.0,0.9526817798614502,0.327008992433548,-0.0022289312446448495,-0.0052289312446448495,stop_loss_buyback
sell_first,2021-02-02 10:05:00,2021-02-02 10:10:00,56.65166,56.968469999999996,4900,0.9353748899737561,0.9489342570304871,0.3990163207054138,-0.005561146367455527,-0.008561146367455526,stop_loss_buyback
sell_first,2021-02-03 14:50:00,2021-02-03 14:55:00,53.71313000000001,53.986979999999996,5500,1.0,0.9784230589866638,0.4595240652561188,-0.0050725193370695365,-0.008072519337069536,stop_loss_buyback
