side,prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,future_return_mean
buy,0,80,0.05955284,0.3,0.0024177049412671112,0.0025152077384528264
buy,1,79,0.12435508,0.31645569620253167,0.0002857020102505081,0.0002761088801286113
buy,2,79,0.18750499,0.22784810126582278,0.0006821959630576302,0.0007403276432834461
buy,3,79,0.25115716,0.24050632911392406,1.2400476548322217e-05,0.00020947030926820592
buy,4,79,0.33181632,0.25316455696202533,-0.0003790347882193389,-0.00045432500111962213
buy,5,79,0.40055516,0.189873417721519,-0.0003116942314011488,-0.0007063678602307294
buy,6,79,0.48484287,0.31645569620253167,-2.623684594883364e-05,8.672421143728053e-05
buy,7,79,0.56360656,0.24050632911392406,0.00047982217267924046,0.00021904379827860602
buy,8,79,0.6390763,0.3291139240506329,0.0011471070409785514,0.0008559990740585403
buy,9,80,0.7519357,0.3125,0.001301473037383223,0.0013141046368476794
sell,0,80,0.049120806,0.275,0.002199749832905522,0.0023631927537752866
sell,1,79,0.13360876,0.4050632911392405,-4.1643421103206946e-05,-0.0003427885490986579
sell,2,79,0.2136582,0.3037974683544304,0.001376623723019385,0.001621775690487075
sell,3,79,0.30239826,0.4050632911392405,0.00032857021036559195,0.00047560851686735
sell,4,79,0.4003845,0.35443037974683544,0.0006632247087648515,0.00027001517873888553
sell,5,79,0.4927126,0.34177215189873417,0.0011227037267054643,0.000994874750649423
sell,6,79,0.5910562,0.4050632911392405,-0.000576755766481719,-0.0008876330590289289
sell,7,79,0.6962385,0.3924050632911392,0.000490531433037232,0.000498411219685056
sell,8,79,0.81567293,0.4430379746835443,0.00013326399155657334,0.00013308265086476318
sell,9,80,0.9268573,0.2875,-6.675045207543833e-05,-5.104115573465046e-05
