side,quantile,threshold,signal_count,signal_ratio,active_label_mean,active_trade_return_mean,active_future_return_mean
buy,0.5,0.36879266798496246,396,0.5,0.2777777777777778,0.0005200724640378151,0.00035632552931254155
buy,0.6,0.4435695469379424,317,0.40025252525252525,0.2996845425867508,0.0007273581704721311,0.0006211607904290033
buy,0.7,0.525555473566055,238,0.3005050505050505,0.29411764705882354,0.000977501054074048,0.0007985578061447433
buy,0.75,0.5669955313205719,198,0.25,0.2828282828282828,0.0008235293011811543,0.0006601784014356985
buy,0.8,0.601447582244873,159,0.20075757575757575,0.32075471698113206,0.001224775466842537,0.0010864924389838934
buy,0.85,0.6395890086889268,119,0.15025252525252525,0.31932773109243695,0.001261042382040172,0.0012490484364721746
buy,0.9,0.6796644926071167,80,0.10101010101010101,0.3125,0.001301473037383223,0.0013141046368476794
buy,0.95,0.7513631492853161,40,0.050505050505050504,0.275,0.000703990394050813,0.0007420330160878119
sell,0.5,0.450467124581337,396,0.5,0.37373737373737376,0.00021987295766300868,0.0001370626690724311
sell,0.6,0.5368656396865844,317,0.40025252525252525,0.38170347003154576,-5.1227229500953985e-06,-7.67138433710464e-05
sell,0.7,0.6383124589920043,238,0.3005050505050505,0.3739495798319328,0.00018462101839023345,0.00019245682064984737
sell,0.75,0.6949889808893204,198,0.25,0.3686868686868687,1.0973781341373176e-05,1.7225659252498893e-05
sell,0.8,0.7597347497940063,159,0.20075757575757575,0.36477987421383645,3.262779350273098e-05,4.044174188392613e-05
sell,0.85,0.8173403352499008,119,0.15025252525252525,0.3277310924369748,0.00012562647653528936,0.00019525337763771921
sell,0.9,0.8734314739704132,80,0.10101010101010101,0.2875,-6.675045207543833e-05,-5.104115573465046e-05
sell,0.95,0.9229463398456573,40,0.050505050505050504,0.3,-0.0006497913707031955,-0.0006465345910069587
