epoch,loss,train_auc,valid_auc,valid_prob_mean,valid_prob_max
1,438.61046723276377,0.7514552368406332,0.7474493030977277,0.5445945262908936,0.8694450855255127
2,401.6709699854255,0.7645886894336976,0.748277409405365,0.5115516185760498,0.866086483001709
3,396.2722174450755,0.7717186220145861,0.7495336691991099,0.4907386302947998,0.8662254810333252
4,388.8767670542002,0.7783187884809929,0.74856278594188,0.475106418132782,0.9019149541854858
5,381.7367926836014,0.7866051292380314,0.7475173660224559,0.46176525950431824,0.8988541960716248
6,375.12517834454775,0.7975343030720619,0.7445107583761738,0.4463416337966919,0.9105533957481384
7,366.1208156645298,0.812818314426814,0.7427221888681866,0.4379417598247528,0.9499116539955139
8,352.83972857892513,0.8324383415193409,0.7369377270796439,0.4241550862789154,0.9700363874435425
9,336.96524649113417,0.8526093359945988,0.7342136581671519,0.41214242577552795,0.9635346531867981
10,319.95045390725136,0.8709493409205128,0.727886023200811,0.4114225506782532,0.9823118448257446
11,303.51055294647813,0.8882937968390028,0.7221011623462598,0.40163320302963257,0.9858543276786804
12,286.69411377608776,0.9031157029335639,0.7152424148637011,0.360500305891037,0.9866309762001038
13,269.8736714804545,0.9119497345383322,0.7097639923627634,0.3577636480331421,0.9944608211517334
