,0
threshold,0.5299513339996338
horizon,1
round_trip_cost,0.003
trade_count,308
win_rate,0.237012987012987
gross_return_mean,-5.5895189892180515e-06
net_return_mean,-0.003005589518989218
gross_return_median,-0.000553040975227681
net_return_median,-0.003553040975227681
total_return,-0.6073789850626277
max_drawdown,-0.6084397976508007
per_trade_sharpe,-0.4219982226846433
trades_per_year,341.9253443090074
bar_annualized_sharpe,-45.48193398930567
sharpe,-7.803263426956049
avg_pred_prob,0.5520675879020196
positive_label_rate,0.5909090909090909
buy_label_rate,0.33116883116883117
selected_by,validation_net_return_mean
selected_quantile,0.95
