side,quantile,threshold,signal_count,signal_ratio,active_label_mean,active_trade_return_mean,active_future_return_mean
buy,0.5,0.47697512805461884,384,0.5,0.2994791666666667,0.0009932725342184816,0.0008269145474713869
buy,0.6,0.5196812152862549,307,0.3997395833333333,0.3355048859934853,0.0013374918008263366,0.001198303967165485
buy,0.7,0.551116544008255,231,0.30078125,0.3333333333333333,0.000936841028270359,0.000840935783639338
buy,0.75,0.5685764700174332,192,0.25,0.3125,0.0009638259442578609,0.0008915946641271556
buy,0.8,0.5859332203865052,154,0.20052083333333334,0.3116883116883117,0.0006538632939312191,0.0006392291657409363
buy,0.85,0.6133373886346817,116,0.15104166666666666,0.25862068965517243,-1.739386278958272e-05,-4.1288085924852914e-05
buy,0.9,0.6450682282447816,77,0.10026041666666667,0.2597402597402597,-2.3877826043874424e-05,-2.351994059915915e-05
buy,0.95,0.6782912701368331,39,0.05078125,0.2564102564102564,-0.00024937884988268227,-0.00019977901313200224
sell,0.5,0.3909328281879425,384,0.5,0.390625,0.00028907390463883627,0.0001436827010551364
sell,0.6,0.4571569204330444,307,0.3997395833333333,0.3941368078175896,9.83345539240387e-05,-8.638175909212938e-05
sell,0.7,0.5366064310073853,231,0.30078125,0.37662337662337664,0.0002920704535057195,0.00012209985434683652
sell,0.75,0.5667769759893417,192,0.25,0.3802083333333333,0.00039172470023590526,0.00018601461022135662
sell,0.8,0.6050745129585267,154,0.20052083333333334,0.37012987012987014,0.00039313056330685624,0.00023301620135927992
sell,0.85,0.6519248396158218,116,0.15104166666666666,0.3448275862068966,0.000480746822595247,0.00037082029196588794
sell,0.9,0.7144666433334351,77,0.10026041666666667,0.3246753246753247,1.8830287515855983e-05,-3.12134166244986e-05
sell,0.95,0.7878697901964187,39,0.05078125,0.28205128205128205,-0.0008076754502987946,-0.0008363404039166916
