,0
threshold,0.5200428187847137
horizon,3
round_trip_cost,0.003
trade_count,184
win_rate,0.3532608695652174
gross_return_mean,0.0006276715766532076
net_return_mean,-0.0023723284233467925
gross_return_median,-4.865706500584155e-05
net_return_median,-0.0030486570650058416
total_return,-0.36334578493988123
max_drawdown,-0.3961428839503791
per_trade_sharpe,-0.18838734645849303
trades_per_year,210.65877231171092
bar_annualized_sharpe,-20.303926404089662
sharpe,-2.734270666322288
avg_pred_prob,0.5380048687043397
positive_label_rate,0.5489130434782609
buy_label_rate,0.4076086956521739
selected_by,validation_net_return_mean
selected_quantile,0.95
