epoch,loss,train_auc,valid_auc,valid_prob_mean,valid_prob_max
1,391.6900073289871,0.6209318822151336,0.6147523945491753,0.38734719157218933,0.5987428426742554
2,387.34399765729904,0.6290146744559829,0.6125097956794064,0.3751375377178192,0.6236500144004822
3,385.50823467969894,0.6386236133643258,0.6129489334766938,0.3688812255859375,0.6134183406829834
4,383.57302564382553,0.6509058643688531,0.6042150203843479,0.3638004660606384,0.6353139877319336
5,380.674766600132,0.6687236785336481,0.5894355076795015,0.36124899983406067,0.6929185390472412
6,377.16199404001236,0.6882134213551888,0.5812887460314003,0.3532269597053528,0.7124384045600891
7,371.9778395295143,0.7115320178888613,0.565574147270255,0.356220543384552,0.855298638343811
8,364.2648053765297,0.7352602117624957,0.5466476122963675,0.34286171197891235,0.852742612361908
9,354.58719179034233,0.7628446457806253,0.5512155270110879,0.33809396624565125,0.9314942955970764
10,343.2623279392719,0.7946628345691695,0.5471060090759073,0.32724595069885254,0.9454967379570007
11,328.1399216353893,0.8133717386496913,0.5241578355864692,0.2931491732597351,0.9519729018211365
