,0
threshold,0.43122733086347576
horizon,12
round_trip_cost,0.003
trade_count,84
win_rate,0.3333333333333333
gross_return_mean,-0.0007336330656168513
net_return_mean,-0.0037336330656168515
gross_return_median,-0.0019906505835586286
net_return_median,-0.004990650583558629
total_return,-0.2799491835997576
max_drawdown,-0.3382139660300385
per_trade_sharpe,-0.20111401944557936
trades_per_year,99.60465325998737
bar_annualized_sharpe,-21.675576021521103
sharpe,-2.00716076883041
avg_pred_prob,0.4403464198112488
positive_label_rate,0.4523809523809524
buy_label_rate,0.39285714285714285
selected_by,validation_net_return_mean
selected_quantile,0.95
