epoch,loss,train_auc,valid_auc,valid_prob_mean,valid_prob_max
1,367.37210297584534,0.6058476629253868,0.5857334959210141,0.5801759362220764,0.7669265270233154
2,358.80165216326714,0.6302784285535352,0.597958034992269,0.5643105506896973,0.7610032558441162
3,355.05243945121765,0.6523611952490647,0.5954794661311277,0.5577937364578247,0.7820528745651245
4,350.89307087659836,0.672895512097894,0.5911324523912113,0.5494688153266907,0.8504558205604553
5,344.36007010936737,0.6910146209435432,0.5763213116398079,0.5229425430297852,0.8799902200698853
6,334.91679137945175,0.7152701389229252,0.5697372388800311,0.5074027180671692,0.8806101679801941
7,320.10909354686737,0.7265098422345297,0.5526143872169818,0.5040809512138367,0.9608349800109863
8,305.87533780932426,0.7497727153414258,0.5393192774574584,0.46639883518218994,0.9560390710830688
9,289.1876029446721,0.7756314528909147,0.5339699955418955,0.47786006331443787,0.9874272346496582
10,267.1652701497078,0.8030337728111878,0.5210431264305653,0.40000373125076294,0.9836578965187073
11,246.25353223085403,0.8459200542403895,0.5225364210426456,0.42860856652259827,0.9960461258888245
12,229.61323316395283,0.8773376997936032,0.5187950727136972,0.37196552753448486,0.9923090934753418
