prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,trade_return_median
0,1013,0.4243368,0.2645607,0.00011957698397816388,-0.0007449483192103479
1,1012,0.50293016,0.30039525,0.00034283922108251807,-0.0005789065552663231
2,1012,0.5355138,0.31620553,7.579512991362656e-05,-0.0002240417557686225
3,1012,0.55766994,0.31620553,-4.202112380065211e-06,-0.0009634777178636478
4,1012,0.5759565,0.34189722,0.00048229697519394643,-0.000718104220891691
5,1012,0.5934022,0.35375494,0.001746314502231993,-0.0003669907910815451
6,1012,0.6097696,0.37747034,0.002049797411398713,-0.0003759225008981293
7,1012,0.62749845,0.3577075,0.000547914085861367,-0.0011145998322261708
8,1012,0.6466744,0.3389328,0.0006048920840144465,-0.001936340019815741
9,1013,0.67644346,0.3899309,0.0007236584655775969,-0.0007917656373712667
