epoch,loss,train_auc,valid_auc,valid_prob_mean,valid_prob_max
1,379.11917865276337,0.6246318623378916,0.6111890128130659,0.5809242725372314,0.7789101004600525
2,368.9792146086693,0.6483393855258849,0.6181879103372644,0.5633184313774109,0.7797009348869324
3,364.20142006874084,0.668614221371061,0.6171431523580478,0.5483543872833252,0.7926027774810791
4,359.1087216436863,0.6816750240619918,0.6098621326374448,0.52141273021698,0.8405635356903076
5,352.46419990062714,0.7004291162570353,0.6034568591612959,0.5162479877471924,0.8645114898681641
6,341.11407232284546,0.723109168927928,0.5954406456606735,0.4902580678462982,0.888384997844696
7,326.99722918868065,0.7443802848844127,0.5879319275567941,0.4778253436088562,0.9450209736824036
8,311.167920678854,0.7709869962637311,0.5747334868050954,0.44851449131965637,0.9794053435325623
9,291.1568804234266,0.800197375510538,0.5644730842393917,0.44496288895606995,0.9861078858375549
10,272.19624787569046,0.8192128528536157,0.5502863196360197,0.4212518632411957,0.9928354620933533
11,251.60741344839334,0.853798021721912,0.5474543437008881,0.44703173637390137,0.9941930174827576
12,236.24581569433212,0.8728036823980883,0.54790385484813,0.3961157202720642,0.9960130453109741
