epoch,loss,train_auc,valid_auc,valid_prob_mean,valid_prob_max
1,435.41921728104353,0.7483196920966337,0.7481670076326175,0.5354722142219543,0.8613097071647644
2,402.9287246093154,0.7605409936109596,0.7511668137866659,0.5164840817451477,0.8707175850868225
3,395.7650907933712,0.7685438369647408,0.752156602964508,0.4973587989807129,0.8906671404838562
4,390.5005804300308,0.7774625964129601,0.7501323011970923,0.4739722013473511,0.8873727321624756
5,383.43734207749367,0.7870857199425578,0.7475429714110151,0.4666762948036194,0.9158653020858765
6,374.99651788920164,0.7979731721370255,0.7429313423983461,0.43718039989471436,0.9174639582633972
7,361.46578362584114,0.8091167826478531,0.7328917152305067,0.4353722035884857,0.9064515233039856
8,354.6855840831995,0.826368173361044,0.7297792772803467,0.42443758249282837,0.9270564317703247
9,341.4484289251268,0.8367811828653069,0.7213144927172485,0.39457857608795166,0.9118064045906067
10,324.6693622767925,0.8530577853109729,0.7150569531510468,0.3903130888938904,0.939242959022522
11,311.22012132033706,0.8775626579243057,0.7069358045933124,0.3846450746059418,0.940436840057373
12,293.6440189415589,0.8876084265171456,0.7021338897014754,0.3346106708049774,0.9595394730567932
13,278.0777361476794,0.9013112357572208,0.7017548309739842,0.3203839957714081,0.97272789478302
