side,prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,future_return_mean
buy,0,16,0.03661218431481341,0.1875,-0.0005587399420824354,-0.0005591421538001171
buy,1,15,0.07038664152293177,0.06666666666666667,-0.0015995276823445408,-0.001600057280515843
buy,2,15,0.10383100027293933,0.2,-0.0011916123588867548,-0.0013745269285050598
buy,3,15,0.14651360061466925,0.06666666666666667,-0.0022788071475047245,-0.0022126098698691753
buy,4,15,0.20657566697857377,0.26666666666666666,-0.0006967753150488957,-0.0007337007863971401
buy,5,15,0.3281935835683086,0.0,-0.000883617622728868,-0.0016488513304843651
buy,6,15,0.5286586333308207,0.3333333333333333,0.0005968130021054267,0.0006682453095359531
buy,7,15,0.6806929363508608,0.4,0.0005588339107080935,0.0005321018406862017
buy,8,15,0.8465327557506666,0.4666666666666667,0.0002998956097305679,0.00030833102712443476
buy,9,16,0.9582791364156251,0.125,-0.0012908750734538232,-0.0017280925731465585
sell,0,16,0.012745753958792943,0.4375,-0.0008561052798744806,-0.0013192828419001032
sell,1,15,0.09991721602846243,0.13333333333333333,-0.0008323879010239936,-0.0008853498539992918
sell,2,15,0.19542700031277366,0.3333333333333333,0.0013616382121152497,0.0013983347736092517
sell,3,15,0.2981325683566344,0.13333333333333333,0.0023105174933051604,0.0017682324205820833
sell,4,15,0.4006657440162336,0.3333333333333333,-0.0021749438554732993,-0.002109730730271986
sell,5,15,0.4920012202413813,0.13333333333333333,0.0005660483129141137,0.0006118713534391418
sell,6,15,0.5560812212829052,0.4,-0.0026023494990748963,-0.002822378527413753
sell,7,15,0.6405001953155184,0.4666666666666667,-0.001491816037630822,-0.001654745495539493
sell,8,15,0.7393717706991386,0.4666666666666667,-0.0014096794113062528,-0.0014714906340665302
sell,9,16,0.860819067055524,0.4375,-0.001857720596094549,-0.0018077750020132136
