,equity,benchmark_equity,alpha_equity
2020-12-18 10:55:00,998516.0,998516.0,1000000.0
2020-12-18 11:00:00,998558.7694270001,998728.0,999830.7694270001
2020-12-18 11:05:00,999174.7694270001,999470.0,999704.7694270001
2020-12-18 11:10:00,998845.113892,999364.0,999481.113892
2020-12-18 11:15:00,998527.113892,999046.0,999481.113892
2020-12-18 11:20:00,999587.113892,1000106.0,999481.113892
2020-12-18 11:25:00,999587.113892,1000106.0,999481.113892
2020-12-18 11:30:00,1000541.113892,1001060.0,999481.113892
2020-12-18 13:05:00,999987.9165075001,1000742.0,999245.9165075001
2020-12-18 13:10:00,999404.9165075001,999576.0,999828.9165075001
2020-12-18 13:15:00,998874.9165075001,998516.0,1000358.9165075001
2020-12-18 13:20:00,998450.9165075001,997668.0,1000782.9165075001
2020-12-18 13:25:00,996468.9657400001,996184.0,1000284.9657400001
2020-12-18 13:30:00,999224.9657400001,998940.0,1000284.9657400001
2020-12-18 13:35:00,998376.9657400001,998092.0,1000284.9657400001
2020-12-18 13:40:00,997634.9657400001,997350.0,1000284.9657400001
2020-12-18 13:45:00,995938.9657400001,995654.0,1000284.9657400001
2020-12-18 13:50:00,996150.9657400001,995866.0,1000284.9657400001
2020-12-18 13:55:00,996892.9657400001,996608.0,1000284.9657400001
2020-12-18 14:00:00,996680.9657400001,996396.0,1000284.9657400001
2020-12-18 14:05:00,995514.9657400001,995230.0,1000284.9657400001
2020-12-18 14:10:00,994984.9657400001,994700.0,1000284.9657400001
2020-12-18 14:15:00,995302.9657400001,995018.0,1000284.9657400001
2020-12-18 14:20:00,994984.9657400001,994700.0,1000284.9657400001
2020-12-18 14:25:00,994348.9657400001,994064.0,1000284.9657400001
2020-12-18 14:30:00,991274.9657400001,990990.0,1000284.9657400001
2020-12-18 14:35:00,989790.9657400001,989506.0,1000284.9657400001
2020-12-18 14:40:00,985338.9657400001,985054.0,1000284.9657400001
2020-12-18 14:45:00,986186.9657400001,985902.0,1000284.9657400001
2020-12-18 14:50:00,987458.9657400001,987174.0,1000284.9657400001
2020-12-18 14:55:00,987882.9657400001,987598.0,1000284.9657400001
2020-12-18 15:00:00,988200.9657400001,987916.0,1000284.9657400001
2020-12-21 09:35:00,973148.9657400001,972864.0,1000284.9657400001
2020-12-21 09:40:00,979084.9657400001,978800.0,1000284.9657400001
2020-12-21 09:45:00,981628.9657400001,981344.0,1000284.9657400001
2020-12-21 09:50:00,981416.9657400001,981132.0,1000284.9657400001
2020-12-21 09:55:00,986928.9657400001,986644.0,1000284.9657400001
2020-12-21 10:00:00,986398.9657400001,986114.0,1000284.9657400001
2020-12-21 10:05:00,991062.9657400001,990778.0,1000284.9657400001
2020-12-21 10:10:00,990638.9657400001,990354.0,1000284.9657400001
2020-12-21 10:15:00,990850.9657400001,990566.0,1000284.9657400001
2020-12-21 10:20:00,985974.9657400001,985690.0,1000284.9657400001
2020-12-21 10:25:00,985974.9657400001,985690.0,1000284.9657400001
2020-12-21 10:30:00,985656.9657400001,985372.0,1000284.9657400001
2020-12-21 10:35:00,984278.9657400001,983994.0,1000284.9657400001
2020-12-21 10:40:00,987034.9657400001,986750.0,1000284.9657400001
2020-12-21 10:45:00,984702.9657400001,984418.0,1000284.9657400001
2020-12-21 10:50:00,987882.9657400001,987598.0,1000284.9657400001
2020-12-21 10:55:00,986610.9657400001,986326.0,1000284.9657400001
2020-12-21 11:00:00,987458.9657400001,987174.0,1000284.9657400001
2020-12-21 11:05:00,984808.9657400001,984524.0,1000284.9657400001
2020-12-21 11:10:00,985020.9657400001,984736.0,1000284.9657400001
2020-12-21 11:15:00,985338.9657400001,985054.0,1000284.9657400001
2020-12-21 11:20:00,984490.9657400001,984206.0,1000284.9657400001
2020-12-21 11:25:00,985232.9657400001,984948.0,1000284.9657400001
2020-12-21 11:30:00,986928.9657400001,986644.0,1000284.9657400001
2020-12-21 13:05:00,987670.9657400001,987386.0,1000284.9657400001
2020-12-21 13:10:00,987458.9657400001,987174.0,1000284.9657400001
2020-12-21 13:15:00,986716.9657400001,986432.0,1000284.9657400001
2020-12-21 13:20:00,985338.9657400001,985054.0,1000284.9657400001
