side,prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,future_return_mean
buy,0,16,0.22444764,0.25,-0.0010498920304556,-0.0011017388849401746
buy,1,15,0.24944584,0.2,-0.0012972334572075805,-0.0022741189120462006
buy,2,15,0.2729536,0.06666666666666667,-0.0009946913278002937,-0.0009858216886236225
buy,3,15,0.29493678,0.13333333333333333,-0.0011934588896223008,-0.0011568002963246412
buy,4,15,0.3177438,0.06666666666666667,-0.001335669120577935,-0.001353777829808367
buy,5,15,0.33608118,0.13333333333333333,-0.0002767538309503603,-0.00026757470002182574
buy,6,15,0.37047854,0.3333333333333333,0.00022339229915682157,0.00022233351202961918
buy,7,15,0.42430803,0.26666666666666666,0.00012611226208673423,-0.00033193760349528036
buy,8,15,0.48088512,0.3333333333333333,-0.0010479206573879758,-0.0008826223115459738
buy,9,16,0.55707824,0.3125,-0.00023588693664328836,-0.00027682226880840904
sell,0,16,0.33214757,0.5625,-0.002850003804358542,-0.002940625958743448
sell,1,15,0.36335003,0.26666666666666666,-0.0008637049568964716,-0.0007166643537490117
sell,2,15,0.38461354,0.06666666666666667,0.00027041013391826407,-0.00019666208266178782
sell,3,15,0.40592825,0.13333333333333333,0.0014673145957638503,0.0014673771600602237
sell,4,15,0.42503458,0.2,0.002189591794044247,0.0021528370575855473
sell,5,15,0.43984684,0.4666666666666667,-0.0035151822108872763,-0.003470261763666116
sell,6,15,0.4559724,0.5333333333333333,0.00033699605645592565,-0.00029531723783977616
sell,7,15,0.48134997,0.4,-0.0025063062304345593,-0.0028162164638604547
sell,8,15,0.51895756,0.26666666666666666,-0.00041386945908373406,-0.0003779308048756332
sell,9,16,0.56646335,0.375,-0.0010246555800995372,-0.001041823952032589
