,0
threshold,0.5197072476148604
horizon,9
round_trip_cost,0.003
trade_count,69
win_rate,0.42028985507246375
gross_return_mean,0.0009606823116227036
net_return_mean,-0.0020393176883772967
gross_return_median,0.00024209167204647386
net_return_median,-0.002757908327953526
total_return,-0.1428508964741827
max_drawdown,-0.2365694318652204
per_trade_sharpe,-0.1026980864091385
trades_per_year,90.01919880937616
bar_annualized_sharpe,-11.068548007556391
sharpe,-0.9743835043518504
avg_pred_prob,0.5339567808137424
positive_label_rate,0.5362318840579711
buy_label_rate,0.4492753623188406
selected_by,validation_net_return_mean
selected_quantile,0.95
