prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,trade_return_median
0,1013,0.27505404,0.9032576505429417,9.368028552611444e-05,-0.0006993006993006867
1,1012,0.31611425,0.9713438735177866,0.0008024412306826177,-0.0004364791609419161
2,1012,0.33686048,0.9347826086956522,0.0007501405434902841,-0.00041986553305789487
3,1012,0.35443228,0.9387351778656127,0.0004330777390602348,-0.0004973235178680757
4,1013,0.3717769,0.9387956564659428,0.0008180777846994128,-0.0005521201413427601
5,1012,0.39057177,0.9130434782608695,8.812151321839232e-07,-0.0007741544360566066
6,1012,0.41151604,0.9624505928853755,0.00044767605786889526,-0.00034431121123978947
7,1012,0.43525112,0.9703557312252964,0.0013852503134735936,-0.0001636189615445427
8,1012,0.46542463,0.8853754940711462,-1.1775549274443442e-05,-0.0013037296667536835
9,1013,0.516535,0.9763079960513327,0.0003258798456751911,-0.00022227161591481526
