epoch,loss,train_auc,valid_auc,valid_prob_mean,valid_prob_max
1,377.50413343310356,0.6237204309224889,0.608999773689159,0.5803345441818237,0.7900824546813965
2,367.7378714978695,0.6468396093835544,0.6157226356122604,0.5610231757164001,0.7903880476951599
3,363.44279274344444,0.66674621200724,0.6117955369829025,0.5487479567527771,0.783271312713623
4,359.2073752582073,0.6853996934003841,0.6040216890706941,0.5357379913330078,0.8413625955581665
5,351.42280581593513,0.7101772690023402,0.5961053086161494,0.5116369128227234,0.8754862546920776
6,341.57084745168686,0.7359717329851763,0.5851774083901935,0.4708939492702484,0.8546777367591858
7,326.8047943711281,0.7588795463032241,0.5707890631699072,0.45414093136787415,0.937575101852417
8,306.73200614750385,0.7964960749590705,0.5592202164014125,0.4558097720146179,0.9765260815620422
9,284.8211398124695,0.830159208248884,0.5396650726011306,0.4314059913158417,0.9835706949234009
10,263.63265645504,0.8484550338468996,0.5465486088984373,0.4221821427345276,0.9933016300201416
11,244.3621000647545,0.8640236184256533,0.5495847879426565,0.4277576208114624,0.9959379434585571
12,225.11082247644663,0.8802598679950369,0.520587161117998,0.40747788548469543,0.9953343272209167
