side,prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,future_return_mean
buy,0,16,0.03662166918509003,0.1875,-0.0005587399420824354,-0.0005591421538001171
buy,1,15,0.07036351686036607,0.06666666666666667,-0.0015995276823445408,-0.001600057280515843
buy,2,15,0.10377355816460114,0.2,-0.0011916123588867548,-0.0013745269285050598
buy,3,15,0.14653311638360925,0.06666666666666667,-0.0022788071475047245,-0.0022126098698691753
buy,4,15,0.20637455149740808,0.26666666666666666,-0.0006967753150488957,-0.0007337007863971401
buy,5,15,0.3282599995425243,0.0,-0.000883617622728868,-0.0016488513304843651
buy,6,15,0.5291718012428982,0.3333333333333333,0.0005968130021054267,0.0006682453095359531
buy,7,15,0.6808766666994784,0.4,0.0005588339107080935,0.0005321018406862017
buy,8,15,0.8467065047959002,0.4666666666666667,0.0002998956097305679,0.00030833102712443476
buy,9,16,0.9582678644464894,0.125,-0.0012908750734538232,-0.0017280925731465585
sell,0,16,0.012722749431486286,0.4375,-0.0008561052798744806,-0.0013192828419001032
sell,1,15,0.09987569307035446,0.13333333333333333,-0.0008323879010239936,-0.0008853498539992918
sell,2,15,0.19553221287809164,0.26666666666666666,0.0003932662986582865,0.00044734602794630857
sell,3,15,0.29840405617268595,0.2,0.0032788894067621237,0.0027192211662450264
sell,4,15,0.4011137654550311,0.3333333333333333,-0.0021749438554732993,-0.002109730730271986
sell,5,15,0.4924652342116841,0.13333333333333333,0.0005660483129141137,0.0006118713534391418
sell,6,15,0.5568712400085034,0.4,-0.0026023494990748963,-0.002822378527413753
sell,7,15,0.640871344249729,0.4666666666666667,-0.001491816037630822,-0.001654745495539493
sell,8,15,0.7398962091714444,0.4,-0.000799781780789736,-0.0008615930035500134
sell,9,16,0.8610600556676027,0.5,-0.0024294996247037834,-0.002379554030622448
