side,prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,future_return_mean
buy,0,78,0.36429372,0.3076923076923077,-0.0001687119406703758,-0.00017520819508494185
buy,1,78,0.40300566,0.24358974358974358,-0.003431402488327395,-0.0035894848746103373
buy,2,77,0.42703494,0.2987012987012987,-1.1426607681380492e-05,-0.00029428102371495727
buy,3,78,0.44992006,0.4230769230769231,0.0007689058624082793,0.0008521937602785179
buy,4,77,0.47018367,0.2857142857142857,-0.0013817953475326551,-0.0014181309588017178
buy,5,78,0.4903163,0.3076923076923077,0.0002690546756044222,0.00022282853076577435
buy,6,77,0.5128135,0.35064935064935066,0.00046132493918952085,0.0007171843275740766
buy,7,78,0.53441894,0.38461538461538464,-1.706829974247628e-05,-0.0001611200814851893
buy,8,77,0.5666906,0.2727272727272727,-0.0010553509990930093,-0.00105710233005002
buy,9,78,0.65622485,0.2948717948717949,0.0002927474723939323,0.0002581348285299964
sell,0,78,0.14757052,0.23076923076923078,0.00047602539130142245,0.0004896494284635846
sell,1,78,0.24305995,0.358974358974359,-0.0005976932881382158,-0.0006201870694323131
sell,2,77,0.31775716,0.3246753246753247,-0.0017758703799875852,-0.0019121808414836194
sell,3,78,0.4051996,0.358974358974359,-0.0019498277629237777,-0.002485139869197185
sell,4,77,0.47933087,0.2597402597402597,0.0017247346214516164,0.001773660557521387
sell,5,78,0.5551458,0.3717948717948718,0.0012356717240568566,0.0011144776686097457
sell,6,77,0.61120594,0.37662337662337664,0.0009898177135078772,0.001312384173401854
sell,7,78,0.6679803,0.34615384615384615,-0.000924614171951412,-0.0010918902348943575
sell,8,77,0.754382,0.37662337662337664,-0.0018303326738554153,-0.0016007978137661636
sell,9,78,0.86505985,0.5256410256410257,-0.0016075877877300166,-0.0016041236047875506
