prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,trade_return_median
0,1015,0.27048007,0.19211823,0.00012229815760889643,-0.00046003450258780276
1,1015,0.43621683,0.21576355,0.00027008706198797375,-0.0002796942010069303
2,1015,0.49313113,0.25024632,0.00039032695603647755,-0.00040713296962791024
3,1015,0.5322754,0.28078818,0.00015561167179016275,-0.00032541490400261885
4,1015,0.56175244,0.28275862,0.00034691360524680506,-0.00044583147570209647
5,1014,0.5886664,0.27712032,6.758075674423216e-05,-0.0010710766832596752
6,1015,0.61724347,0.31133005,0.0006914775295362813,-0.000504413619167754
7,1015,0.6468913,0.3182266,0.0001578820267813078,-0.0010001538698261037
8,1015,0.68047154,0.33990148,0.000953691599756037,-0.0006742438836446762
9,1015,0.730698,0.37832513,0.0002632616985478081,-0.00032451728054527784
