epoch,loss,train_auc,valid_auc,valid_prob_mean,valid_prob_max
1,393.2284808754921,0.6505760750196685,0.6364523199886785,0.5637618899345398,0.7962549328804016
2,380.5136453509331,0.6656651441328519,0.6405671984448873,0.5506457686424255,0.8228499293327332
3,375.78213277459145,0.6799396833280014,0.6402380332158399,0.5362897515296936,0.8426104187965393
4,370.850682169199,0.6948756017132695,0.6378670573233837,0.530238687992096,0.8715857863426208
5,364.6566963493824,0.7099752632453495,0.6353194969136324,0.5174586176872253,0.9016923308372498
6,356.93618312478065,0.727744734717604,0.6271287461852214,0.5012099146842957,0.9142522215843201
7,346.7199892103672,0.7480743885194465,0.6240257585880921,0.4819031357765198,0.9286782741546631
8,335.5956863760948,0.7701533842270659,0.6181329286917906,0.47280827164649963,0.9477361440658569
9,322.15389032661915,0.7925548903490041,0.6047543293994226,0.4448988437652588,0.9840493202209473
10,307.25109665095806,0.8146675713667767,0.5998905322102892,0.41900020837783813,0.9925425052642822
11,289.4352674782276,0.8436194389569724,0.590685933790825,0.41042304039001465,0.997103750705719
12,268.9174385368824,0.8623646373125761,0.5843420149879762,0.3873402178287506,0.9984367489814758
