prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,trade_return_median
0,1014,0.22465596,0.07001972,7.11194397929111e-05,-0.00013692596888237318
1,1014,0.3982114,0.10749507,0.0001656903070971665,-8.739349068676017e-05
2,1014,0.49721545,0.11143984,-0.00012396254722421503,-0.00023682003227371018
3,1014,0.56550175,0.14990138,-3.0991453480650074e-05,-0.0002302396821465269
4,1014,0.6179213,0.16370809,9.05248569608007e-05,-0.00016751437563577998
5,1014,0.6621826,0.19921105,0.00019912482201468984,0.0
6,1014,0.6977249,0.23372781,4.8972585700820375e-05,-0.00024968878976977527
7,1014,0.72759014,0.27218935,0.00011125135083831788,-0.00022938268238148485
8,1014,0.75577015,0.3067061,0.0004925883104662296,0.0
9,1014,0.7931484,0.3195266,0.0002996386253681275,-0.000573285290411063
