side,quantile,threshold,signal_count,signal_ratio,active_label_mean,active_trade_return_mean,active_future_return_mean
buy,0.5,0.27085321807093576,76,0.5,0.2631578947368421,-0.00015888325892148515,-0.000391474716676468
buy,0.6,0.4083489124167859,61,0.40131578947368424,0.32786885245901637,1.933010922787129e-05,-8.228374606796873e-05
buy,0.7,0.6117569607013629,46,0.3026315789473684,0.32608695652173914,-0.00016897952975394024,-0.0003270214815909867
buy,0.75,0.672065725433331,38,0.25,0.3157894736842105,-0.0005134952539414072,-0.0006837664785669705
buy,0.8,0.7614720052961804,31,0.20394736842105263,0.2903225806451613,-0.0005211473235258921,-0.0007427263149509166
buy,0.85,0.8570962419374363,23,0.1513157894736842,0.2608695652173913,-0.00033936091145494643,-0.0006260379550711787
buy,0.9,0.874911900330261,16,0.10526315789473684,0.125,-0.0012908750734538232,-0.0017280925731465585
buy,0.95,0.9742380360233142,8,0.05263157894736842,0.0,-0.003276239131296113,-0.0032425946449357035
sell,0.5,0.4508619402306992,76,0.5,0.3815789473684211,-0.0013656641982102717,-0.0014338888103410648
sell,0.6,0.5184307356529797,61,0.40131578947368424,0.4426229508196721,-0.0018406754714375795,-0.0019369445883198042
sell,0.7,0.5995501538002169,46,0.3026315789473684,0.45652173913043476,-0.0015923035059036718,-0.0016482161299196036
sell,0.75,0.636338627313872,38,0.25,0.42105263157894735,-0.0014221989160825316,-0.0014545235427588436
sell,0.8,0.6847883400865556,31,0.20394736842105263,0.45161290322580644,-0.0016409264744227927,-0.0016450567594583668
sell,0.85,0.7472242220884618,23,0.1513157894736842,0.43478260869565216,-0.0017918188384606517,-0.0017627189707252334
sell,0.9,0.8198627824559594,16,0.10526315789473684,0.4375,-0.001857720596094549,-0.0018077750020132136
sell,0.95,0.8427699653044772,8,0.05263157894736842,0.375,-0.0021965641830654498,-0.0021296591729841607
