side,quantile,threshold,signal_count,signal_ratio,active_label_mean,active_trade_return_mean,active_future_return_mean
buy,0.5,0.31063275039196014,388,0.5,0.25,0.0006118394232974416,0.0005589145348874098
buy,0.6,0.4459919035434723,311,0.4007731958762887,0.24437299035369775,0.00035840583925866523,0.0003062864727423096
buy,0.7,0.5923262536525726,233,0.3002577319587629,0.24892703862660945,0.00011239653040218933,2.317405964775803e-05
buy,0.75,0.640068843960762,194,0.25,0.211340206185567,-0.0007211896044606557,-0.0008139941272984638
buy,0.8,0.6893121004104614,156,0.20103092783505155,0.21153846153846154,-0.0011299270337913315,-0.0012343051186648212
buy,0.85,0.7518952190876007,117,0.15077319587628865,0.2222222222222222,-0.0010408134918886284,-0.001265566314189606
buy,0.9,0.8404444456100464,78,0.10051546391752578,0.20512820512820512,-0.0014666267609857752,-0.0016563236144685907
buy,0.95,0.9158788770437241,39,0.05025773195876289,0.23076923076923078,-0.0012444341387465592,-0.0011809906264641568
sell,0.5,0.3810277283191681,388,0.5,0.41237113402061853,0.0012125777772827632,0.001128382683242785
sell,0.6,0.4542379379272461,311,0.4007731958762887,0.43086816720257237,0.0008934673855662819,0.0008185035520547464
sell,0.7,0.5243601202964783,233,0.3002577319587629,0.4592274678111588,-0.0005128431383226031,-0.0006373755891005829
sell,0.75,0.5613449066877365,194,0.25,0.4690721649484536,-0.0008666535914866387,-0.001012152119471122
sell,0.8,0.6068201065063477,156,0.20103092783505155,0.4807692307692308,-0.0012884771495920318,-0.0014112117035158744
sell,0.85,0.681345209479332,117,0.15077319587628865,0.46153846153846156,-0.0016606753941168194,-0.0016624861065665808
sell,0.9,0.7591715157032013,78,0.10051546391752578,0.47435897435897434,-0.0023265623431501558,-0.0023239591319955876
sell,0.95,0.8403788506984711,39,0.05025773195876289,0.5128205128205128,-0.0031981146346707046,-0.0032782705376126257
