prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,trade_return_median
0,1015,0.2351815,1.013793103448276,0.00015860514854763844,-8.740494711989566e-05
1,1014,0.29722783,1.0108481262327416,0.00021129732729516693,-0.00010456983405982001
2,1014,0.33086267,0.9191321499013807,-0.00013215635367723716,-0.0002810174607165705
3,1015,0.35943684,0.9477832512315271,-1.456551196282549e-05,-9.275577404699309e-05
4,1014,0.38491994,0.9447731755424064,-1.4253306876867673e-05,-0.00031366699680102084
5,1014,0.40716463,0.9181459566074951,-6.677528186958484e-05,-0.0003868641970047326
6,1015,0.42796567,0.941871921182266,-0.00013853412877973424,-0.00028565987430961837
7,1014,0.45141912,1.0355029585798816,0.00057798679965816,0.00022013281483768132
8,1014,0.4834433,0.985207100591716,0.0004573887644906859,0.0
9,1015,0.5328317,0.9635467980295567,0.0002830552819723837,-0.00032278889606207617
