epoch,loss,train_auc,valid_auc,valid_prob_mean,valid_prob_max
1,423.70048266649246,0.7157081034105118,0.7025084635320211,0.5571780800819397,0.8586539030075073
2,401.19435477256775,0.7249624166833512,0.7021423572406337,0.5274194478988647,0.8643041849136353
3,395.6798669099808,0.731978379885422,0.700927926876062,0.5088782906532288,0.8715702295303345
4,390.7775337398052,0.7372595772107133,0.6953540996089113,0.4806070923805237,0.8886108994483948
5,384.99327555298805,0.7486068630125517,0.6921114730113673,0.46945419907569885,0.9029409885406494
6,376.7449076026678,0.7604365725765132,0.6878942166895265,0.4547922611236572,0.9221428632736206
7,365.490266866982,0.7789205141365806,0.6835638391644159,0.4457404613494873,0.9550068378448486
8,351.3737341314554,0.8003958448410387,0.6748570404883518,0.4421038031578064,0.9645391702651978
9,335.7414975017309,0.8238322170236365,0.6626103874691746,0.42193421721458435,0.9583020210266113
10,314.4978581145406,0.849072484653902,0.6536864531701325,0.40157216787338257,0.9696500897407532
11,295.4867821056396,0.8708902345567668,0.6558486346552804,0.42083391547203064,0.9840901494026184
