,0
threshold,0.5253013610839844
horizon,2
round_trip_cost,0.003
trade_count,220
win_rate,0.2863636363636364
gross_return_mean,-0.000419198871129416
net_return_mean,-0.0034191988711294165
gross_return_median,-0.0008338723490156075
net_return_median,-0.0038338723490156075
total_return,-0.5337443884309674
max_drawdown,-0.5295110734179728
per_trade_sharpe,-0.36761634838664
trades_per_year,248.00394367404678
bar_annualized_sharpe,-39.62078888470921
sharpe,-5.789274073336696
avg_pred_prob,0.5463947667316957
positive_label_rate,0.55
buy_label_rate,0.36818181818181817
selected_by,validation_net_return_mean
selected_quantile,0.95
