signal_time,entry_time,exit_time,holding_bars,pred_prob,entry_price,exit_price,gross_return,round_trip_cost,net_return,y_true,equity
2025-07-04 13:30:00,2025-07-04 13:35:00,2025-07-04 13:45:00,3,0.6672532558441162,86.82,86.86,0.0004607233356370699,0.003,-0.00253927666436293,0.0,0.9974607233356371
2025-07-07 09:35:00,2025-07-07 09:40:00,2025-07-07 09:50:00,3,0.6159416437149048,86.75,85.95,-0.009221902017291006,0.003,-0.012221902017291005,0.0,0.9852698561089327
2025-07-07 09:55:00,2025-07-07 10:00:00,2025-07-07 10:10:00,3,0.662979245185852,85.97,85.91,-0.0006979178783296236,0.003,-0.0036979178783296237,0.0,0.9816264090930482
2025-07-07 10:15:00,2025-07-07 10:20:00,2025-07-07 10:30:00,3,0.5848498940467834,86.06,85.99,-0.0008133860097606638,0.003,-0.003813386009760664,0.0,0.9778830886778012
2025-07-07 15:00:00,2025-07-08 09:35:00,2025-07-08 09:45:00,3,0.6930804252624512,85.49,85.3,-0.002222482161656325,0.003,-0.005222482161656325,0.0,0.972776111690996
2025-07-08 09:50:00,2025-07-08 09:55:00,2025-07-08 10:05:00,3,0.557304322719574,85.55,85.59,0.00046756282875515254,0.003,-0.0025324371712448475,0.0,0.9703126173064507
2025-07-08 11:15:00,2025-07-08 11:20:00,2025-07-08 11:30:00,3,0.5529470443725586,86.36,86.24,-0.001389532190829157,0.003,-0.004389532190829157,0.0,0.9660533988376163
2025-07-08 14:05:00,2025-07-08 14:10:00,2025-07-08 14:20:00,3,0.6300469040870667,86.6,86.62,0.00023094688221725335,0.003,-0.0027690531177827467,0.0,0.9633783456616204
2025-07-08 14:40:00,2025-07-08 14:45:00,2025-07-08 14:55:00,3,0.6091610789299011,86.82,86.7,-0.0013821700069107656,0.003,-0.004382170006910766,0.0,0.9591566579699548
2025-07-08 15:00:00,2025-07-09 09:35:00,2025-07-09 09:45:00,3,0.7690463662147522,86.65,86.39,-0.0030005770340451043,0.003,-0.006000577034045104,0.0,0.9534011645560888
2025-07-09 09:50:00,2025-07-09 09:55:00,2025-07-09 10:05:00,3,0.5529029965400696,86.2,86.29,0.0010440835266822823,0.003,-0.0019559164733177177,0.0,0.9515363915126532
2025-07-09 15:00:00,2025-07-10 09:35:00,2025-07-10 09:45:00,3,0.6455633044242859,85.61,85.64,0.0003504263520617279,0.003,-0.002649573647938272,0.0,0.949015225764647
2025-07-10 15:00:00,2025-07-11 09:35:00,2025-07-11 09:45:00,3,0.6705155372619629,85.7,86.21,0.005950991831971786,0.003,0.0029509918319717858,1.0,0.9518157619442955
2025-07-11 09:50:00,2025-07-11 09:55:00,2025-07-11 10:05:00,3,0.6232112050056458,86.06,86.46,0.004647920055774968,0.003,0.0016479200557749677,1.0,0.9533842782278064
2025-07-11 10:20:00,2025-07-11 10:25:00,2025-07-11 10:35:00,3,0.575819194316864,86.79,87.29,0.005761032377001873,0.003,0.0027610323770018734,1.0,0.956016603087718
2025-07-11 10:40:00,2025-07-11 10:45:00,2025-07-11 10:55:00,3,0.6240155696868896,87.18,87.1,-0.0009176416609315563,0.003,-0.003917641660931556,0.0,0.9522712726149193
2025-07-11 13:05:00,2025-07-11 13:10:00,2025-07-11 13:20:00,3,0.5608369708061218,88.33,89.11,0.008830521906487032,0.003,0.005830521906487032,1.0,0.957823511130819
2025-07-11 13:25:00,2025-07-11 13:30:00,2025-07-11 13:40:00,3,0.6990601420402527,88.92,88.56,-0.004048582995951455,0.003,-0.007048582995951455,0.0,0.9510722126171398
2025-07-11 14:45:00,2025-07-11 14:50:00,2025-07-11 15:00:00,3,0.6566877365112305,88.17,88.18,0.00011341726210734038,0.003,-0.0028865827378926597,0.0,0.9483268639857098
2025-07-14 09:35:00,2025-07-14 09:40:00,2025-07-14 09:50:00,3,0.7635570764541626,87.85,87.94,0.0010244735344338007,0.003,-0.0019755264655661993,0.0,0.9464534191678986
2025-07-14 09:55:00,2025-07-14 10:00:00,2025-07-14 10:10:00,3,0.6419063210487366,88.2,87.96,-0.0027210884353742193,0.003,-0.005721088435374219,0.0,0.9410386754568767
2025-07-14 15:00:00,2025-07-15 09:35:00,2025-07-15 09:45:00,3,0.7470001578330994,87.15,87.65,0.005737234652897216,0.003,0.002737234652897216,0.0,0.9436145191290538
2025-07-15 09:50:00,2025-07-15 09:55:00,2025-07-15 10:05:00,3,0.5637563467025757,87.56,87.76,0.0022841480127913094,0.003,-0.0007158519872086907,0.0,0.9429390308003763
2025-07-15 14:35:00,2025-07-15 14:40:00,2025-07-15 14:50:00,3,0.5755807161331177,87.53,87.71,0.002056437792756771,0.003,-0.0009435622072432289,0.0,0.9420493091671786
