model_label,epoch,train_loss,valid_loss,valid_auc,valid_prob_mean,valid_prob_max
LSTM_sell,1,0.8793892031652801,0.9074211083736616,0.48936285683273634,0.47088706493377686,0.7112337350845337
LSTM_sell,2,0.8463928939713639,0.8841193164746786,0.5051557581678063,0.47569918632507324,0.6305749416351318
LSTM_sell,3,0.8210679562926593,0.9158307504408139,0.4859166395310974,0.45211049914360046,0.7249927520751953
LSTM_sell,4,0.7926394753251929,0.9621422702504188,0.4858420167155107,0.43032601475715637,0.8548082113265991
LSTM_sell,5,0.7546936263065194,0.9966974485780775,0.48399679800282214,0.43841060996055603,0.9058907628059387
LSTM_sell,6,0.7045409436189858,1.0583527610474026,0.4636247693476609,0.5351974368095398,0.969359815120697
LSTM_sell,7,0.6693363976418522,1.2233623204772006,0.4856181482687507,0.4474351108074188,0.9886853694915771
LSTM_sell,8,0.6663446192176876,1.1447926010053182,0.48468197112775424,0.4554898738861084,0.9438918828964233
LSTM_sell,9,0.6267901309941818,1.2561989014910668,0.49208319765548686,0.3900851607322693,0.9810345768928528
LSTM_sell,10,0.5778515335144264,1.30839020566842,0.5159557147508955,0.3391246199607849,0.9631557464599609
LSTM_sell,11,0.5610737079937452,1.466781510520227,0.534034787799848,0.2759460508823395,0.9887808561325073
LSTM_sell,12,0.5582013401937125,1.2867066565248155,0.5375352762400956,0.4000717103481293,0.9970278143882751
LSTM_sell,13,0.5349781318035174,1.184506824336101,0.5676354064908282,0.524427592754364,0.997999370098114
LSTM_sell,14,0.5513133062073206,1.186119458110062,0.5410493324649951,0.39993810653686523,0.9606838822364807
LSTM_sell,15,0.46267492284702716,1.384778462734419,0.5317893194399218,0.33796361088752747,0.9854025840759277
LSTM_sell,16,0.4398113498909948,1.4792836474389146,0.5178212851405622,0.3535236120223999,0.9925635457038879
LSTM_sell,17,0.4145559608485897,1.4495594722708476,0.5390752197981113,0.4285358190536499,0.9988706707954407
LSTM_sell,18,0.439721519911019,1.288926382654721,0.5490204059481167,0.4647676944732666,0.9934455156326294
LSTM_sell,19,0.4085986153304727,1.349310835612189,0.5484709106697059,0.39647209644317627,0.9961493015289307
LSTM_sell,20,0.3828481688757687,1.602309880797396,0.5209011722565939,0.34398046135902405,0.9976940751075745
