side,prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,future_return_mean
buy,0,78,0.38023707,0.21794871794871795,-0.0008596973791991519,-0.0009399642619684309
buy,1,78,0.42297128,0.19230769230769232,-0.003126686833028113,-0.003157252052622743
buy,2,77,0.46096262,0.2987012987012987,-0.0013156339029576085,-0.0014028539564515678
buy,3,78,0.4826262,0.38461538461538464,0.0005646591639245549,0.000778225328476572
buy,4,77,0.5028365,0.4025974025974026,0.0012648306509948398,0.0010664185241718097
buy,5,78,0.5249519,0.3333333333333333,-0.0025455895857547143,-0.0025193571998326078
buy,6,77,0.5456419,0.2727272727272727,-0.001091362251952143,-0.0011649140793366386
buy,7,78,0.5669364,0.2948717948717949,0.0006729829589452509,0.0008260839550395491
buy,8,77,0.59444886,0.3116883116883117,-0.0026143461376436712,-0.002626668869207383
buy,9,78,0.6512822,0.34615384615384615,-0.002109081462410295,-0.0020685242196345063
sell,0,78,0.06863936,0.5384615384615384,-0.0021105968336114236,-0.002300361583179925
sell,1,78,0.20222546,0.28205128205128205,0.0011924909539045298,0.0011946536111456583
sell,2,77,0.3494887,0.44155844155844154,-0.001041417848845862,-0.00089298371306022
sell,3,78,0.47350425,0.3333333333333333,-0.0014653377362113167,-0.0012231371111697709
sell,4,77,0.5660067,0.5064935064935064,-0.0034061288097723807,-0.003313311788717223
sell,5,78,0.6507869,0.5128205128205128,-0.0016358315749877305,-0.0016281481013411194
sell,6,77,0.7377288,0.5194805194805194,-0.0024149943709626926,-0.002394241218404499
sell,7,78,0.8137647,0.3717948717948718,-0.0009870462214396757,-0.0010509144442364066
sell,8,77,0.88282716,0.37662337662337664,0.0002828373437215913,4.291948080165303e-06
sell,9,78,0.9540198,0.3717948717948718,0.0003899055493251817,0.00036370164142408596
